component_id,lot_id,wafer_id,wafer_x,wafer_y,hour,t_ambient_c,t_die_c,iddq_ua,v_cc_v,v_offset_mv,snr_db,instrument_id,failure_class,is_sensor_fault
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,0,25.0,25.05,1.16,3.96,5.04,45.65,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,1,96.35,96.37,2.752,3.96,5.1,44.4,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,2,116.79,116.76,3.467,3.96,5.22,44.06,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,3,122.65,122.62,3.756,3.96,5.24,43.81,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,4,124.33,124.29,3.845,3.96,5.22,43.69,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,5,124.81,124.51,3.805,3.96,5.17,43.82,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,6,124.94,125.04,3.863,3.96,5.26,44.03,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,7,124.98,125.08,3.885,3.96,5.27,43.84,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,8,125.0,125.03,3.879,3.96,5.23,43.61,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,9,125.0,125.14,3.892,3.96,5.23,43.67,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,10,125.0,124.96,3.827,3.96,5.29,43.82,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,11,125.0,124.84,3.873,3.96,5.15,43.72,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,12,125.0,125.02,3.85,3.96,5.19,43.57,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,13,125.0,125.14,3.822,3.96,5.14,43.88,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,14,125.0,125.08,3.904,3.96,5.29,43.79,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,15,125.0,124.86,3.843,3.96,5.26,43.62,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,16,125.0,124.93,3.773,3.96,5.04,43.68,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,17,125.0,124.94,3.869,3.96,5.16,43.73,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,18,125.0,124.95,3.879,3.96,5.23,43.9,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,19,125.0,125.13,3.893,3.96,5.22,44.01,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,20,125.0,125.01,3.89,3.96,5.12,43.59,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,21,125.0,125.06,3.865,3.96,5.27,43.96,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,22,125.0,124.99,3.826,3.96,5.17,43.7,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,23,125.0,124.99,3.872,3.96,5.32,43.75,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,24,125.0,125.01,3.877,3.96,5.36,43.74,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,25,125.0,124.93,3.851,3.96,5.3,43.84,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,26,125.0,125.0,3.894,3.96,5.21,43.68,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,27,125.0,124.92,3.86,3.96,5.29,43.74,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,28,125.0,125.18,3.832,3.96,5.15,43.89,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,29,125.0,124.84,3.865,3.96,5.3,43.86,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,30,125.0,125.04,3.878,3.96,5.2,43.6,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,31,125.0,125.17,3.853,3.96,5.19,43.69,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,32,125.0,125.09,3.922,3.96,5.18,43.89,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,33,125.0,124.82,3.881,3.96,5.08,43.85,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,34,125.0,124.8,3.841,3.96,5.25,44.01,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,35,125.0,124.99,3.863,3.96,5.13,43.83,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,36,125.0,125.08,3.87,3.96,5.25,43.93,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,37,125.0,124.89,3.842,3.96,5.25,43.59,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,38,125.0,125.1,3.874,3.96,5.14,43.96,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,39,125.0,124.92,3.882,3.96,5.13,43.7,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,40,125.0,125.04,3.873,3.96,5.23,43.75,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,41,125.0,125.14,3.894,3.96,5.22,43.99,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,42,125.0,125.04,3.918,3.96,5.22,43.94,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,43,125.0,125.11,3.858,3.96,5.31,43.8,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,44,125.0,124.93,3.891,3.96,5.22,44.0,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,45,125.0,124.95,3.903,3.96,5.2,43.81,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,46,125.0,125.03,3.909,3.96,5.34,43.92,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,47,125.0,124.87,3.849,3.96,5.35,43.86,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,48,125.0,124.85,3.868,3.96,5.22,43.67,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,49,125.0,125.01,3.898,3.96,5.33,43.85,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,50,125.0,124.97,3.921,3.96,5.18,43.91,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,51,125.0,125.05,3.895,3.96,5.2,43.72,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,52,125.0,124.85,3.887,3.96,5.25,43.8,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,53,125.0,125.07,3.912,3.96,5.25,43.8,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,54,125.0,124.94,3.915,3.96,5.13,43.56,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,55,125.0,125.06,3.934,3.96,5.14,43.65,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,56,125.0,124.98,3.908,3.96,5.24,43.76,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,57,125.0,124.93,3.909,3.96,5.17,43.89,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,58,125.0,124.81,3.869,3.96,5.15,43.7,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,59,125.0,125.0,3.89,3.96,5.26,43.63,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,60,125.0,124.98,3.951,3.96,5.35,43.89,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,61,125.0,124.94,3.904,3.96,5.12,43.81,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,62,125.0,125.05,3.912,3.96,5.22,43.92,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,63,125.0,124.93,3.921,3.96,5.3,43.61,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,64,125.0,125.15,3.872,3.96,5.16,43.78,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,65,125.0,124.99,3.925,3.96,5.16,44.15,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,66,125.0,124.99,3.924,3.96,5.18,43.72,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,67,125.0,124.92,3.918,3.96,5.17,43.94,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,68,125.0,125.07,3.936,3.96,5.1,43.71,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,69,125.0,125.08,3.955,3.96,5.21,43.86,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,70,125.0,124.98,3.927,3.96,5.22,43.89,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,71,125.0,124.98,3.919,3.96,5.19,43.88,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,72,125.0,125.0,3.894,3.96,5.13,43.81,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,73,125.0,124.92,3.888,3.96,5.14,43.95,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,74,125.0,124.97,3.921,3.96,5.21,43.9,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,75,125.0,124.92,3.898,3.96,5.31,43.94,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,76,125.0,124.9,3.911,3.96,5.25,43.8,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,77,125.0,125.02,3.978,3.96,5.24,43.48,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,78,125.0,125.03,3.919,3.96,5.2,43.71,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,79,125.0,124.92,3.915,3.96,5.22,43.87,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,80,125.0,125.07,3.987,3.96,5.1,43.76,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,81,125.0,124.95,3.963,3.96,5.19,43.81,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,82,125.0,125.0,3.965,3.96,5.17,43.63,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,83,125.0,125.04,3.937,3.96,5.29,43.64,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,84,125.0,124.91,3.927,3.96,5.22,43.73,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,85,125.0,124.81,3.938,3.96,5.15,43.94,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,86,125.0,125.16,3.9,3.96,5.28,43.99,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,87,125.0,124.92,3.954,3.96,5.16,43.8,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,88,125.0,125.08,3.881,3.96,5.17,43.74,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,89,125.0,125.09,3.923,3.96,5.09,43.91,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,90,125.0,125.03,3.923,3.96,5.14,43.58,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,91,125.0,124.99,3.962,3.96,5.24,43.75,ASQD-ATE-SIM-01,0,0
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,92,125.0,125.01,3.973,3.96,5.18,43.74,ASQD-ATE-SIM-01,0,0
