component_id,lot_id,wafer_id,wafer_x,wafer_y,hour,t_ambient_c,t_die_c,iddq_ua,v_cc_v,v_offset_mv,snr_db,instrument_id,failure_class,is_sensor_fault
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,0,25.0,25.02,1.214,3.96,5.1,45.09,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,1,96.35,96.34,2.889,3.96,5.28,44.02,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,2,116.79,116.78,3.701,3.96,5.27,43.64,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,3,122.65,122.79,3.92,3.96,5.16,43.53,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,4,124.33,124.27,4.038,3.96,5.27,43.34,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,5,124.81,124.7,4.063,3.96,5.36,43.28,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,6,124.94,124.98,4.018,3.96,5.23,43.14,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,7,124.98,125.19,4.072,3.96,5.31,43.59,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,8,125.0,124.91,4.09,3.96,5.22,43.46,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,9,125.0,124.98,4.069,3.96,5.31,43.03,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,10,125.0,124.96,4.027,3.96,5.42,43.27,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,11,125.0,125.04,4.087,3.96,5.36,43.16,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,12,125.0,124.99,4.045,3.96,5.24,43.36,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,13,125.0,125.04,4.028,3.96,5.27,43.31,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,14,125.0,124.92,4.059,3.96,5.25,43.28,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,15,125.0,124.99,4.054,3.96,5.3,43.38,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,16,125.0,124.83,4.088,3.96,5.13,43.42,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,17,125.0,124.79,4.081,3.96,5.31,43.28,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,18,125.0,124.96,4.058,3.96,5.37,43.15,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,19,125.0,125.02,4.121,3.96,5.27,43.41,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,20,125.0,124.93,4.045,3.96,5.33,43.2,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,21,125.0,125.13,4.046,3.96,5.36,43.17,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,22,125.0,124.98,3.991,3.96,5.19,43.34,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,23,125.0,124.95,4.137,3.96,5.35,43.63,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,24,125.0,125.06,4.077,3.96,5.31,43.27,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,25,125.0,125.02,4.061,3.96,5.33,43.3,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,26,125.0,124.9,4.074,3.96,5.27,43.54,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,27,125.0,124.88,4.077,3.96,5.25,43.36,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,28,125.0,125.32,4.068,3.96,5.18,43.24,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,29,125.0,125.11,4.053,3.96,5.37,43.22,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,30,125.0,124.97,4.077,3.96,5.23,43.3,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,31,125.0,125.07,4.057,3.96,5.35,43.21,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,32,125.0,125.03,4.117,3.96,5.22,43.35,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,33,125.0,125.18,4.091,3.96,5.22,43.57,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,34,125.0,125.02,4.11,3.96,5.18,43.18,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,35,125.0,125.04,4.075,3.96,5.19,43.14,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,36,125.0,125.19,4.058,3.96,5.4,43.1,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,37,125.0,124.86,4.102,3.96,5.23,43.54,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,38,125.0,125.13,4.052,3.96,5.29,43.19,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,39,125.0,124.84,4.054,3.96,5.25,43.26,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,40,125.0,125.11,4.098,3.96,5.27,43.28,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,41,125.0,124.82,4.127,3.96,5.25,43.28,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,42,125.0,124.97,4.061,3.96,5.35,43.34,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,43,125.0,124.99,4.075,3.96,5.32,43.17,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,44,125.0,125.03,4.127,3.96,5.26,43.3,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,45,125.0,125.01,4.086,3.96,5.25,43.43,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,46,125.0,124.97,4.074,3.96,5.31,43.08,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,47,125.0,124.79,4.071,3.96,5.31,43.31,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,48,125.0,125.15,4.155,3.96,5.35,43.36,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,49,125.0,124.97,4.14,3.96,5.21,43.38,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,50,125.0,125.01,4.128,3.96,5.13,43.23,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,51,125.0,124.9,4.072,3.96,5.29,43.25,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,52,125.0,125.09,4.092,3.96,5.29,43.23,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,53,125.0,124.87,4.104,3.96,5.36,43.17,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,54,125.0,124.98,4.109,3.96,5.27,43.32,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,55,125.0,124.9,4.146,3.96,5.28,43.63,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,56,125.0,125.04,4.097,3.96,5.34,43.31,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,57,125.0,124.98,4.107,3.96,5.26,43.61,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,58,125.0,125.05,4.12,3.96,5.27,43.46,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,59,125.0,124.98,4.094,3.96,5.32,43.33,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,60,125.0,124.89,4.096,3.96,5.17,43.56,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,61,125.0,125.16,4.094,3.96,5.22,43.49,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,62,125.0,124.99,4.139,3.96,5.33,43.38,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,63,125.0,125.04,4.137,3.96,5.32,43.27,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,64,125.0,125.0,4.131,3.96,5.22,43.41,ASQD-ATE-SIM-01,0,0
LOT_03_COMP_0000,LOT_03,LOT_03_W00,-0.9678,-0.5656,65,125.0,124.9,4.126,3.96,5.28,43.4,ASQD-ATE-SIM-01,0,0
