component_id,lot_id,wafer_id,wafer_x,wafer_y,hour,t_ambient_c,t_die_c,iddq_ua,v_cc_v,v_offset_mv,snr_db,instrument_id,failure_class,is_sensor_fault
LOT_08_COMP_0000,LOT_08,LOT_08_W00,0.7747,0.4291,0,25.0,25.0,1.24,3.96,5.29,45.61,ASQD-ATE-SIM-01,0,0
LOT_08_COMP_0000,LOT_08,LOT_08_W00,0.7747,0.4291,1,96.35,96.26,2.735,3.96,5.37,44.32,ASQD-ATE-SIM-01,0,0
LOT_08_COMP_0000,LOT_08,LOT_08_W00,0.7747,0.4291,2,116.79,116.64,3.505,3.96,5.46,43.93,ASQD-ATE-SIM-01,0,0
LOT_08_COMP_0000,LOT_08,LOT_08_W00,0.7747,0.4291,3,122.65,122.75,3.897,3.96,5.5,43.72,ASQD-ATE-SIM-01,0,0
LOT_08_COMP_0000,LOT_08,LOT_08_W00,0.7747,0.4291,4,124.33,124.14,3.893,3.96,5.46,43.9,ASQD-ATE-SIM-01,0,0
LOT_08_COMP_0000,LOT_08,LOT_08_W00,0.7747,0.4291,5,124.81,124.96,3.829,3.96,5.49,43.57,ASQD-ATE-SIM-01,0,0
LOT_08_COMP_0000,LOT_08,LOT_08_W00,0.7747,0.4291,6,124.94,125.0,3.934,3.96,5.53,43.76,ASQD-ATE-SIM-01,0,0
LOT_08_COMP_0000,LOT_08,LOT_08_W00,0.7747,0.4291,7,124.98,125.08,3.881,3.96,5.41,43.48,ASQD-ATE-SIM-01,0,0
LOT_08_COMP_0000,LOT_08,LOT_08_W00,0.7747,0.4291,8,125.0,124.74,3.911,3.96,5.59,43.81,ASQD-ATE-SIM-01,0,0
LOT_08_COMP_0000,LOT_08,LOT_08_W00,0.7747,0.4291,9,125.0,124.85,3.904,3.96,5.43,43.83,ASQD-ATE-SIM-01,0,0
LOT_08_COMP_0000,LOT_08,LOT_08_W00,0.7747,0.4291,10,125.0,125.06,3.922,3.96,5.43,43.88,ASQD-ATE-SIM-01,0,0
LOT_08_COMP_0000,LOT_08,LOT_08_W00,0.7747,0.4291,11,125.0,125.04,3.874,3.96,5.37,43.65,ASQD-ATE-SIM-01,0,0
