component_id,lot_id,wafer_id,wafer_x,wafer_y,hour,t_ambient_c,t_die_c,iddq_ua,v_cc_v,v_offset_mv,snr_db,instrument_id,failure_class,is_sensor_fault
LOT_01_COMP_0000,LOT_01,LOT_01_W00,0.3456,-0.4032,0,25.0,24.93,1.065,3.96,4.92,44.8,ASQD-ATE-SIM-01,0,0
LOT_01_COMP_0000,LOT_01,LOT_01_W00,0.3456,-0.4032,1,96.35,96.29,2.606,3.96,4.93,43.41,ASQD-ATE-SIM-01,0,0
LOT_01_COMP_0000,LOT_01,LOT_01_W00,0.3456,-0.4032,2,116.79,117.01,3.238,3.96,5.01,42.81,ASQD-ATE-SIM-01,0,0
LOT_01_COMP_0000,LOT_01,LOT_01_W00,0.3456,-0.4032,3,122.65,122.35,3.59,3.96,5.06,42.66,ASQD-ATE-SIM-01,0,0
LOT_01_COMP_0000,LOT_01,LOT_01_W00,0.3456,-0.4032,4,124.33,124.46,3.61,3.96,5.08,42.92,ASQD-ATE-SIM-01,0,0
LOT_01_COMP_0000,LOT_01,LOT_01_W00,0.3456,-0.4032,5,124.81,124.69,3.623,3.96,5.18,42.55,ASQD-ATE-SIM-01,0,0
LOT_01_COMP_0000,LOT_01,LOT_01_W00,0.3456,-0.4032,6,124.94,124.94,3.693,3.96,5.15,43.17,ASQD-ATE-SIM-01,0,0
LOT_01_COMP_0000,LOT_01,LOT_01_W00,0.3456,-0.4032,7,124.98,124.93,3.706,3.96,5.18,42.71,ASQD-ATE-SIM-01,0,0
LOT_01_COMP_0000,LOT_01,LOT_01_W00,0.3456,-0.4032,8,125.0,124.93,3.702,3.96,5.2,42.56,ASQD-ATE-SIM-01,0,0
LOT_01_COMP_0000,LOT_01,LOT_01_W00,0.3456,-0.4032,9,125.0,124.86,3.641,3.96,5.09,42.67,ASQD-ATE-SIM-01,0,0
LOT_01_COMP_0000,LOT_01,LOT_01_W00,0.3456,-0.4032,10,125.0,124.95,3.708,3.96,5.12,42.9,ASQD-ATE-SIM-01,0,0
LOT_01_COMP_0000,LOT_01,LOT_01_W00,0.3456,-0.4032,11,125.0,124.98,3.636,3.96,5.11,42.52,ASQD-ATE-SIM-01,0,0
LOT_01_COMP_0000,LOT_01,LOT_01_W00,0.3456,-0.4032,12,125.0,124.95,3.67,3.96,5.11,42.55,ASQD-ATE-SIM-01,0,0
LOT_01_COMP_0000,LOT_01,LOT_01_W00,0.3456,-0.4032,13,125.0,124.95,3.693,3.96,5.09,42.68,ASQD-ATE-SIM-01,0,0
LOT_01_COMP_0000,LOT_01,LOT_01_W00,0.3456,-0.4032,14,125.0,125.0,3.702,3.96,5.15,42.92,ASQD-ATE-SIM-01,0,0
LOT_01_COMP_0000,LOT_01,LOT_01_W00,0.3456,-0.4032,15,125.0,125.13,3.686,3.96,5.03,42.61,ASQD-ATE-SIM-01,0,0
LOT_01_COMP_0000,LOT_01,LOT_01_W00,0.3456,-0.4032,16,125.0,125.09,3.645,3.96,5.06,42.55,ASQD-ATE-SIM-01,0,0
LOT_01_COMP_0000,LOT_01,LOT_01_W00,0.3456,-0.4032,17,125.0,124.92,3.639,3.96,5.25,42.54,ASQD-ATE-SIM-01,0,0
