component_id,lot_id,wafer_id,wafer_x,wafer_y,hour,t_ambient_c,t_die_c,iddq_ua,v_cc_v,v_offset_mv,snr_db,instrument_id,failure_class,is_sensor_fault
LOT_07_COMP_0000,LOT_07,LOT_07_W00,0.2411,-0.1823,0,25.0,25.14,1.143,3.96,5.13,45.4,ASQD-ATE-SIM-01,0,0
LOT_07_COMP_0000,LOT_07,LOT_07_W00,0.2411,-0.1823,1,96.35,96.7,2.697,3.96,5.16,44.24,ASQD-ATE-SIM-01,0,0
LOT_07_COMP_0000,LOT_07,LOT_07_W00,0.2411,-0.1823,2,116.79,116.91,3.485,3.96,5.3,43.77,ASQD-ATE-SIM-01,0,0
LOT_07_COMP_0000,LOT_07,LOT_07_W00,0.2411,-0.1823,3,122.65,122.6,3.673,3.96,5.34,43.53,ASQD-ATE-SIM-01,0,0
LOT_07_COMP_0000,LOT_07,LOT_07_W00,0.2411,-0.1823,4,124.33,124.45,3.749,3.96,5.38,43.44,ASQD-ATE-SIM-01,0,0
LOT_07_COMP_0000,LOT_07,LOT_07_W00,0.2411,-0.1823,5,124.81,124.87,3.806,3.96,5.42,43.38,ASQD-ATE-SIM-01,0,0
LOT_07_COMP_0000,LOT_07,LOT_07_W00,0.2411,-0.1823,6,124.94,124.91,3.801,3.96,5.21,43.43,ASQD-ATE-SIM-01,0,0
LOT_07_COMP_0000,LOT_07,LOT_07_W00,0.2411,-0.1823,7,124.98,124.8,3.831,3.96,5.27,43.33,ASQD-ATE-SIM-01,0,0
LOT_07_COMP_0000,LOT_07,LOT_07_W00,0.2411,-0.1823,8,125.0,125.02,3.812,3.96,5.33,43.18,ASQD-ATE-SIM-01,0,0
LOT_07_COMP_0000,LOT_07,LOT_07_W00,0.2411,-0.1823,9,125.0,124.9,3.827,3.96,5.36,43.36,ASQD-ATE-SIM-01,0,0
LOT_07_COMP_0000,LOT_07,LOT_07_W00,0.2411,-0.1823,10,125.0,124.83,3.79,3.96,5.38,43.38,ASQD-ATE-SIM-01,0,0
LOT_07_COMP_0000,LOT_07,LOT_07_W00,0.2411,-0.1823,11,125.0,125.05,3.814,3.96,5.45,43.48,ASQD-ATE-SIM-01,0,0
LOT_07_COMP_0000,LOT_07,LOT_07_W00,0.2411,-0.1823,12,125.0,125.15,3.843,3.96,5.4,43.28,ASQD-ATE-SIM-01,0,0
LOT_07_COMP_0000,LOT_07,LOT_07_W00,0.2411,-0.1823,13,125.0,125.03,3.827,3.96,5.19,43.43,ASQD-ATE-SIM-01,0,0
LOT_07_COMP_0000,LOT_07,LOT_07_W00,0.2411,-0.1823,14,125.0,125.13,3.818,3.96,5.18,43.56,ASQD-ATE-SIM-01,0,0
LOT_07_COMP_0000,LOT_07,LOT_07_W00,0.2411,-0.1823,15,125.0,124.99,3.856,3.96,5.28,43.28,ASQD-ATE-SIM-01,0,0
LOT_07_COMP_0000,LOT_07,LOT_07_W00,0.2411,-0.1823,16,125.0,124.64,3.757,3.96,5.26,43.6,ASQD-ATE-SIM-01,0,0
LOT_07_COMP_0000,LOT_07,LOT_07_W00,0.2411,-0.1823,17,125.0,125.05,3.793,3.96,5.33,43.45,ASQD-ATE-SIM-01,0,0
LOT_07_COMP_0000,LOT_07,LOT_07_W00,0.2411,-0.1823,18,125.0,124.93,3.812,3.96,5.26,43.57,ASQD-ATE-SIM-01,0,0
LOT_07_COMP_0000,LOT_07,LOT_07_W00,0.2411,-0.1823,19,125.0,124.98,3.82,3.96,5.43,43.46,ASQD-ATE-SIM-01,0,0
LOT_07_COMP_0000,LOT_07,LOT_07_W00,0.2411,-0.1823,20,125.0,125.12,3.882,3.96,5.32,43.38,ASQD-ATE-SIM-01,0,0
LOT_07_COMP_0000,LOT_07,LOT_07_W00,0.2411,-0.1823,21,125.0,124.97,3.823,3.96,5.36,43.41,ASQD-ATE-SIM-01,0,0
LOT_07_COMP_0000,LOT_07,LOT_07_W00,0.2411,-0.1823,22,125.0,125.05,3.835,3.96,5.23,43.67,ASQD-ATE-SIM-01,0,0
LOT_07_COMP_0000,LOT_07,LOT_07_W00,0.2411,-0.1823,23,125.0,124.86,3.837,3.96,5.36,43.36,ASQD-ATE-SIM-01,0,0
