component_id,lot_id,wafer_id,wafer_x,wafer_y,hour,t_ambient_c,t_die_c,iddq_ua,v_cc_v,v_offset_mv,snr_db,instrument_id,failure_class,is_sensor_fault
LOT_11_COMP_0000,LOT_11,LOT_11_W00,-0.8042,0.5699,0,25.0,25.05,1.226,3.96,4.89,45.06,ASQD-ATE-SIM-01,0,0
LOT_11_COMP_0000,LOT_11,LOT_11_W00,-0.8042,0.5699,1,96.35,96.47,2.763,3.96,4.93,43.63,ASQD-ATE-SIM-01,0,0
LOT_11_COMP_0000,LOT_11,LOT_11_W00,-0.8042,0.5699,2,116.79,116.81,3.486,3.96,5.07,43.34,ASQD-ATE-SIM-01,0,0
LOT_11_COMP_0000,LOT_11,LOT_11_W00,-0.8042,0.5699,3,122.65,122.58,3.731,3.96,5.05,43.11,ASQD-ATE-SIM-01,0,0
LOT_11_COMP_0000,LOT_11,LOT_11_W00,-0.8042,0.5699,4,124.33,124.35,3.785,3.96,4.92,43.17,ASQD-ATE-SIM-01,0,0
LOT_11_COMP_0000,LOT_11,LOT_11_W00,-0.8042,0.5699,5,124.81,124.82,3.836,3.96,5.14,43.05,ASQD-ATE-SIM-01,0,0
LOT_11_COMP_0000,LOT_11,LOT_11_W00,-0.8042,0.5699,6,124.94,124.99,3.829,3.96,5.04,43.07,ASQD-ATE-SIM-01,0,0
LOT_11_COMP_0000,LOT_11,LOT_11_W00,-0.8042,0.5699,7,124.98,124.95,3.819,3.96,5.11,42.96,ASQD-ATE-SIM-01,0,0
LOT_11_COMP_0000,LOT_11,LOT_11_W00,-0.8042,0.5699,8,125.0,124.8,3.814,3.96,5.13,42.72,ASQD-ATE-SIM-01,0,0
LOT_11_COMP_0000,LOT_11,LOT_11_W00,-0.8042,0.5699,9,125.0,124.82,3.846,3.96,5.16,42.97,ASQD-ATE-SIM-01,0,0
LOT_11_COMP_0000,LOT_11,LOT_11_W00,-0.8042,0.5699,10,125.0,124.9,3.788,3.96,5.07,43.08,ASQD-ATE-SIM-01,0,0
