component_id,lot_id,wafer_id,wafer_x,wafer_y,hour,t_ambient_c,t_die_c,iddq_ua,v_cc_v,v_offset_mv,snr_db,instrument_id,failure_class,is_sensor_fault
LOT_02_COMP_0000,LOT_02,LOT_02_W00,0.0144,-0.126,0,25.0,24.88,1.2,3.96,5.21,45.17,ASQD-ATE-SIM-01,0,0
LOT_02_COMP_0000,LOT_02,LOT_02_W00,0.0144,-0.126,1,96.35,96.37,2.946,3.96,5.33,43.35,ASQD-ATE-SIM-01,0,0
LOT_02_COMP_0000,LOT_02,LOT_02_W00,0.0144,-0.126,2,116.79,116.96,3.688,3.96,5.31,43.36,ASQD-ATE-SIM-01,0,0
LOT_02_COMP_0000,LOT_02,LOT_02_W00,0.0144,-0.126,3,122.65,122.63,3.964,3.96,5.32,42.97,ASQD-ATE-SIM-01,0,0
LOT_02_COMP_0000,LOT_02,LOT_02_W00,0.0144,-0.126,4,124.33,124.37,4.046,3.96,5.33,42.97,ASQD-ATE-SIM-01,0,0
LOT_02_COMP_0000,LOT_02,LOT_02_W00,0.0144,-0.126,5,124.81,124.86,4.096,3.96,5.39,42.91,ASQD-ATE-SIM-01,0,0
LOT_02_COMP_0000,LOT_02,LOT_02_W00,0.0144,-0.126,6,124.94,124.84,4.152,3.96,5.42,42.84,ASQD-ATE-SIM-01,0,0
LOT_02_COMP_0000,LOT_02,LOT_02_W00,0.0144,-0.126,7,124.98,125.04,4.038,3.96,5.46,43.1,ASQD-ATE-SIM-01,0,0
LOT_02_COMP_0000,LOT_02,LOT_02_W00,0.0144,-0.126,8,125.0,124.86,4.024,3.96,5.39,43.13,ASQD-ATE-SIM-01,0,0
LOT_02_COMP_0000,LOT_02,LOT_02_W00,0.0144,-0.126,9,125.0,124.94,4.054,3.96,5.43,43.1,ASQD-ATE-SIM-01,0,0
LOT_02_COMP_0000,LOT_02,LOT_02_W00,0.0144,-0.126,10,125.0,125.11,4.06,3.96,5.32,42.85,ASQD-ATE-SIM-01,0,0
LOT_02_COMP_0000,LOT_02,LOT_02_W00,0.0144,-0.126,11,125.0,125.04,4.108,3.96,5.41,43.07,ASQD-ATE-SIM-01,0,0
LOT_02_COMP_0000,LOT_02,LOT_02_W00,0.0144,-0.126,12,125.0,124.97,4.077,3.96,5.45,43.0,ASQD-ATE-SIM-01,0,0
LOT_02_COMP_0000,LOT_02,LOT_02_W00,0.0144,-0.126,13,125.0,125.05,4.113,3.96,5.51,42.97,ASQD-ATE-SIM-01,0,0
LOT_02_COMP_0000,LOT_02,LOT_02_W00,0.0144,-0.126,14,125.0,124.99,4.136,3.96,5.4,43.13,ASQD-ATE-SIM-01,0,0
LOT_02_COMP_0000,LOT_02,LOT_02_W00,0.0144,-0.126,15,125.0,125.0,4.097,3.96,5.38,42.94,ASQD-ATE-SIM-01,0,0
LOT_02_COMP_0000,LOT_02,LOT_02_W00,0.0144,-0.126,16,125.0,125.07,4.091,3.96,5.32,43.05,ASQD-ATE-SIM-01,0,0
