lot_id,component_id,payload_type,device_spec_id,operating_voltage_v,test_temperature_c,clock_freq_mhz,wafer_x,wafer_y,iddq_0h,iddq_24h,iddq_96h,iddq_168h_actual,spec_min_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt
LOT_2026_06,LOT_2026_06_COMP_0000,ASTROSAT_LAXPC_CZTI,ISRO-SPEC-ASTROSAT-XRAY-2015,5.0,35.0,20.0,-0.3584,0.8095,43.17,45.56,46.06,46.3,25.0,95.0,0,HEALTHY
LOT_2026_06,LOT_2026_06_COMP_0001,ASTROSAT_LAXPC_CZTI,ISRO-SPEC-ASTROSAT-XRAY-2015,5.0,35.0,20.0,0.5672,-0.5596,46.29,47.49,47.99,48.22,25.0,95.0,0,HEALTHY
LOT_2026_06,LOT_2026_06_COMP_0002,ASTROSAT_LAXPC_CZTI,ISRO-SPEC-ASTROSAT-XRAY-2015,5.0,35.0,20.0,-0.3329,-0.3718,46.51,47.72,48.22,48.46,25.0,95.0,0,HEALTHY
LOT_2026_06,LOT_2026_06_COMP_0003,ASTROSAT_LAXPC_CZTI,ISRO-SPEC-ASTROSAT-XRAY-2015,5.0,35.0,20.0,-0.6404,0.5899,41.83,45.26,45.77,46.0,25.0,95.0,0,HEALTHY
LOT_2026_06,LOT_2026_06_COMP_0004,ASTROSAT_LAXPC_CZTI,ISRO-SPEC-ASTROSAT-XRAY-2015,5.0,35.0,20.0,0.5352,-0.1631,46.37,46.93,47.43,47.66,25.0,95.0,0,HEALTHY
LOT_2026_06,LOT_2026_06_COMP_0005,ASTROSAT_LAXPC_CZTI,ISRO-SPEC-ASTROSAT-XRAY-2015,5.0,35.0,20.0,0.225,0.9416,52.65,54.16,54.66,54.9,25.0,95.0,0,HEALTHY
LOT_2026_06,LOT_2026_06_COMP_0006,ASTROSAT_LAXPC_CZTI,ISRO-SPEC-ASTROSAT-XRAY-2015,5.0,35.0,20.0,-0.1919,-0.0778,49.81,51.69,52.19,52.42,25.0,95.0,0,HEALTHY
LOT_2026_06,LOT_2026_06_COMP_0007,ASTROSAT_LAXPC_CZTI,ISRO-SPEC-ASTROSAT-XRAY-2015,5.0,35.0,20.0,-0.6589,0.0818,46.18,47.66,48.16,48.39,25.0,95.0,0,HEALTHY
LOT_2026_06,LOT_2026_06_COMP_0008,ASTROSAT_LAXPC_CZTI,ISRO-SPEC-ASTROSAT-XRAY-2015,5.0,35.0,20.0,-0.2504,-0.922,49.65,51.83,52.34,52.57,25.0,95.0,0,HEALTHY
LOT_2026_06,LOT_2026_06_COMP_0009,ASTROSAT_LAXPC_CZTI,ISRO-SPEC-ASTROSAT-XRAY-2015,5.0,35.0,20.0,0.6002,-0.3078,47.47,48.66,49.16,49.39,25.0,95.0,0,HEALTHY
