lot_id,component_id,payload_type,device_spec_id,operating_voltage_v,test_temperature_c,clock_freq_mhz,wafer_x,wafer_y,iddq_0h,iddq_24h,iddq_96h,iddq_168h_actual,spec_min_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt
LOT_2026_04,LOT_2026_04_COMP_0000,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.6489,0.6433,597.25,1086.06,6581.43,39826.47,350.0,850.0,1,THERMAL_RUNAWAY_EXP
LOT_2026_04,LOT_2026_04_COMP_0001,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,-0.3231,-0.0199,549.72,582.67,588.48,591.19,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0002,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,-0.8389,0.2021,487.97,523.96,529.77,532.48,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0003,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,-0.5794,0.1573,523.6,556.28,562.09,564.8,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0004,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.0683,-0.5955,561.93,605.59,611.4,614.11,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0005,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,-0.3939,0.6739,490.42,516.62,522.43,525.14,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0006,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.5731,-0.2556,504.72,524.64,530.45,533.16,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0007,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.1261,0.627,548.92,561.49,567.3,570.01,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0008,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,-0.4663,0.5408,562.91,594.4,600.2,602.91,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0009,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,-0.8007,0.2629,484.1,537.14,542.95,545.66,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0010,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.7476,0.6337,512.41,517.49,523.3,526.01,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0011,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,-0.3097,0.6006,540.93,574.02,579.83,582.54,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0012,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.5995,0.2612,492.56,517.71,523.52,526.23,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0013,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.186,-0.2809,601.11,623.39,629.2,631.9,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0014,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.4068,0.2289,565.8,591.41,597.21,599.92,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0015,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,-0.973,0.1032,598.98,1096.82,6608.06,39949.14,350.0,850.0,1,THERMAL_RUNAWAY_EXP
LOT_2026_04,LOT_2026_04_COMP_0016,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,-0.6611,0.7116,550.63,571.68,577.49,580.2,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0017,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.0456,0.9379,528.64,552.84,558.65,561.36,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0018,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,-0.0788,-0.8001,447.78,478.28,484.09,486.8,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0019,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,-0.2495,0.3893,538.07,569.42,575.23,577.93,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0020,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.798,0.0063,531.82,582.75,588.56,591.27,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0021,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.373,-0.0026,480.35,518.77,524.58,527.29,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0022,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.5938,-0.3257,549.74,567.71,573.52,576.23,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0023,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,-0.5339,-0.7674,533.88,544.22,550.03,552.74,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0024,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,-0.3491,0.3696,505.65,545.01,550.81,553.52,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0025,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.7187,0.3852,537.52,564.45,570.25,572.96,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0026,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,-0.5856,-0.721,573.98,610.69,616.5,619.21,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0027,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.19,0.3358,513.17,895.85,1234.63,1443.67,350.0,850.0,1,NBTI_POWER_LAW
LOT_2026_04,LOT_2026_04_COMP_0028,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,-0.6637,0.3499,485.93,492.26,498.07,500.78,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0029,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.3113,0.2496,467.34,503.97,509.77,512.48,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0030,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.0499,-0.4128,574.26,1017.84,2328.24,3638.64,350.0,850.0,1,ELECTROMIGRATION_LINEAR
LOT_2026_04,LOT_2026_04_COMP_0031,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.2908,-0.1395,533.99,553.39,559.2,561.91,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0032,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,-0.2569,-0.3701,597.42,621.4,627.21,629.92,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0033,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.503,0.4496,522.85,537.45,543.26,545.96,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0034,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,-0.6564,0.6031,555.97,602.19,608.0,610.7,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0035,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.6509,-0.7531,552.12,579.16,584.97,587.68,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0036,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.5114,0.7372,513.89,545.31,551.12,553.83,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0037,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.5246,0.3197,469.01,482.32,488.13,490.83,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0038,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,-0.5323,-0.4821,606.52,613.76,619.57,622.28,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0039,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.1975,-0.141,486.02,514.17,519.98,522.69,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0040,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.4971,-0.6811,491.93,528.94,534.74,537.45,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0041,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,-0.0257,-0.268,537.93,568.12,573.92,576.63,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0042,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.9391,0.0251,564.6,593.47,599.28,601.98,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0043,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,-0.8424,0.1279,606.36,632.33,638.14,640.85,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0044,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,-0.7605,0.505,568.28,592.95,598.76,601.47,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0045,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,-0.4326,0.7232,508.71,527.75,533.55,536.26,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0046,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.3381,0.7636,477.78,504.44,510.25,512.96,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0047,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,0.9474,-0.1803,537.89,545.11,550.92,553.63,350.0,850.0,0,HEALTHY
LOT_2026_04,LOT_2026_04_COMP_0048,CARTOSAT_3_PAN,ISRO-SPEC-CARTO3-PAN-2019,3.3,30.0,100.0,-0.4048,-0.8472,619.28,649.92,655.73,658.44,350.0,850.0,0,HEALTHY
