component_id,lot_id,wafer_id,wafer_x,wafer_y,device_family,device_spec_id,operating_voltage_v,test_temperature_c,observation_horizon_h,iddq_0h,iddq_24h,iddq_168h_actual,v_offset_0h,v_offset_24h,v_offset_168h,snr_0h,snr_24h,snr_168h,t_die_0h,t_die_24h,delta_iddq,delta_v_offset,delta_snr,spec_max_iddq,is_defective_gt,failure_class,failure_mode_gt,is_sensor_fault
LOT_06_COMP_0000,LOT_06,LOT_06_W00,-0.7846,-0.7776,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.16,3.877,3.997,5.04,5.36,5.26,45.65,43.74,43.85,25.05,125.01,2.717,0.32,-1.91,15.0,0,0,NOMINAL,0
LOT_06_COMP_0001,LOT_06,LOT_06_W00,0.6153,-0.5611,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.596,5.348,5.591,5.12,5.02,4.98,43.38,43.38,43.19,25.12,125.0,3.752,-0.1,0.0,15.0,1,3,FREAK_OUTLIER,0
LOT_06_COMP_0002,LOT_06,LOT_06_W00,0.8964,0.0644,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.17,3.957,4.073,5.09,5.24,5.24,43.85,41.96,41.87,25.12,125.02,2.787,0.15,-1.89,15.0,0,0,NOMINAL,0
LOT_06_COMP_0003,LOT_06,LOT_06_W00,-0.5742,-0.4823,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.248,4.203,4.349,4.83,5.11,5.06,44.62,42.49,42.4,24.85,124.77,2.955,0.28,-2.13,15.0,0,0,NOMINAL,0
LOT_06_COMP_0004,LOT_06,LOT_06_W00,0.2045,-0.415,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.106,3.741,3.824,4.83,4.95,4.97,45.09,43.27,43.33,24.7,125.06,2.635,0.12,-1.82,15.0,0,0,NOMINAL,0
LOT_06_COMP_0005,LOT_06,LOT_06_W00,-0.0581,0.3226,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.078,3.661,3.778,4.78,5.13,5.21,44.73,42.57,42.79,24.99,125.12,2.583,0.35,-2.16,15.0,0,0,NOMINAL,0
LOT_06_COMP_0006,LOT_06,LOT_06_W00,-0.6394,0.1488,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.185,3.997,4.153,5.08,5.5,5.37,44.57,42.41,42.37,24.99,125.13,2.812,0.42,-2.16,15.0,0,0,NOMINAL,0
LOT_06_COMP_0007,LOT_06,LOT_06_W00,-0.2413,-0.7696,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.177,3.943,3.998,4.96,5.17,5.27,45.03,43.03,43.17,24.91,124.99,2.766,0.21,-2.0,15.0,0,0,NOMINAL,0
LOT_06_COMP_0008,LOT_06,LOT_06_W00,0.7498,0.5365,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.228,4.069,4.138,5.22,5.39,5.25,44.5,42.53,42.7,24.85,124.97,2.841,0.17,-1.97,15.0,0,0,NOMINAL,0
LOT_06_COMP_0009,LOT_06,LOT_06_W00,-0.9764,0.8503,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.278,4.112,4.323,4.88,5.07,5.03,44.57,42.55,42.55,24.98,124.97,2.834,0.19,-2.02,15.0,0,0,NOMINAL,0
LOT_06_COMP_0010,LOT_06,LOT_06_W00,-0.002,0.6484,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.174,4.084,4.217,5.12,5.32,5.42,45.98,43.63,43.66,25.05,124.88,2.91,0.2,-2.35,15.0,0,0,NOMINAL,0
LOT_06_COMP_0011,LOT_06,LOT_06_W00,0.0092,-0.0648,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.181,3.943,4.072,4.66,4.89,5.03,45.72,43.45,43.47,25.12,124.96,2.762,0.23,-2.27,15.0,0,0,NOMINAL,0
LOT_06_COMP_0012,LOT_06,LOT_06_W00,0.993,-0.4378,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.125,3.77,3.946,5.26,5.5,5.43,44.67,42.79,42.81,25.0,124.96,2.645,0.24,-1.88,15.0,0,0,NOMINAL,0
LOT_06_COMP_0013,LOT_06,LOT_06_W00,-0.5036,-0.7672,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.096,3.742,3.837,4.96,5.14,5.16,44.53,42.74,42.71,24.98,124.93,2.646,0.18,-1.79,15.0,0,0,NOMINAL,0
LOT_06_COMP_0014,LOT_06,LOT_06_W00,0.3941,0.6295,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.168,4.12,4.242,5.15,5.29,5.43,45.01,43.01,43.05,24.88,124.86,2.952,0.14,-2.0,15.0,0,0,NOMINAL,0
LOT_06_COMP_0015,LOT_06,LOT_06_W00,-0.656,-0.0941,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.388,4.492,4.629,5.22,5.46,5.32,44.03,42.28,42.36,24.92,124.93,3.104,0.24,-1.75,15.0,0,0,NOMINAL,0
LOT_06_COMP_0016,LOT_06,LOT_06_W00,-0.2197,-0.9918,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.205,3.995,4.165,5.23,5.49,5.4,44.91,43.03,42.75,25.08,125.1,2.79,0.26,-1.88,15.0,0,0,NOMINAL,0
LOT_06_COMP_0017,LOT_06,LOT_06_W00,0.595,-0.117,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.095,3.679,3.796,5.2,5.39,5.41,44.38,42.5,42.7,25.08,125.04,2.584,0.19,-1.88,15.0,0,0,NOMINAL,0
LOT_06_COMP_0018,LOT_06,LOT_06_W00,0.2308,-0.4841,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.167,3.927,4.124,5.13,5.25,5.32,44.52,42.74,42.46,25.07,125.08,2.76,0.12,-1.78,15.0,0,0,NOMINAL,0
LOT_06_COMP_0019,LOT_06,LOT_06_W00,0.8871,-0.2309,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.258,4.184,4.393,4.97,5.2,5.25,44.46,42.4,42.36,24.97,125.1,2.926,0.23,-2.06,15.0,0,0,NOMINAL,0
LOT_06_COMP_0020,LOT_06,LOT_06_W00,0.6969,-0.4643,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.226,4.088,4.177,4.9,5.14,5.2,44.68,42.34,42.66,25.02,124.95,2.862,0.24,-2.34,15.0,0,0,NOMINAL,0
LOT_06_COMP_0021,LOT_06,LOT_06_W00,0.4955,0.3745,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.078,3.639,3.818,4.86,5.09,5.12,45.67,43.73,43.86,25.02,125.13,2.561,0.23,-1.94,15.0,0,0,NOMINAL,0
LOT_06_COMP_0022,LOT_06,LOT_06_W00,-0.2046,0.3076,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.166,4.012,4.172,4.99,4.89,5.01,44.11,42.16,42.4,25.18,124.91,2.846,-0.1,-1.95,15.0,0,0,NOMINAL,0
LOT_06_COMP_0023,LOT_06,LOT_06_W00,-0.7208,-0.5885,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.251,4.149,4.307,4.91,5.14,5.16,44.85,43.08,42.99,24.91,124.96,2.898,0.23,-1.77,15.0,0,0,NOMINAL,0
LOT_06_COMP_0024,LOT_06,LOT_06_W00,-0.4108,0.8195,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.266,4.206,4.365,5.12,5.33,5.19,44.94,42.83,42.92,25.02,124.96,2.94,0.21,-2.11,15.0,0,0,NOMINAL,0
LOT_06_COMP_0025,LOT_06,LOT_06_W00,-0.5945,0.7115,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.006,3.47,3.652,5.11,5.16,5.04,44.93,42.73,42.81,24.97,125.16,2.464,0.05,-2.2,15.0,0,0,NOMINAL,0
LOT_06_COMP_0026,LOT_06,LOT_06_W00,-0.5956,0.9187,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.176,3.925,3.999,4.84,4.99,5.11,45.56,43.34,43.39,24.92,125.17,2.749,0.15,-2.22,15.0,0,0,NOMINAL,0
LOT_06_COMP_0027,LOT_06,LOT_06_W00,-0.5101,0.6418,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.229,4.148,4.288,4.92,5.18,5.14,44.82,42.81,43.03,24.86,125.12,2.919,0.26,-2.01,15.0,0,0,NOMINAL,0
LOT_06_COMP_0028,LOT_06,LOT_06_W00,-0.0409,0.0936,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.336,4.509,33758.418,4.62,5.15,5.32,45.16,44.97,38.24,24.9,124.86,3.173,0.53,-0.19,15.0,1,1,THERMAL_RUNAWAY,0
