component_id,lot_id,wafer_id,wafer_x,wafer_y,device_family,device_spec_id,operating_voltage_v,test_temperature_c,observation_horizon_h,iddq_0h,iddq_24h,iddq_168h_actual,v_offset_0h,v_offset_24h,v_offset_168h,snr_0h,snr_24h,snr_168h,t_die_0h,t_die_24h,delta_iddq,delta_v_offset,delta_snr,spec_max_iddq,is_defective_gt,failure_class,failure_mode_gt,is_sensor_fault
LOT_10_COMP_0000,LOT_10,LOT_10_W00,0.6158,0.1381,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.23,4.134,4.263,4.87,5.05,5.03,45.35,43.4,43.13,24.87,124.86,2.904,0.18,-1.95,15.0,0,0,NOMINAL,0
LOT_10_COMP_0001,LOT_10,LOT_10_W00,-0.6188,-0.2679,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.181,3.906,4.001,5.11,5.35,5.22,44.82,42.88,42.78,24.88,125.14,2.725,0.24,-1.94,15.0,0,0,NOMINAL,0
LOT_10_COMP_0002,LOT_10,LOT_10_W00,0.0096,0.0309,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.245,4.18,4.272,5.06,5.4,5.3,44.88,43.27,43.64,25.05,124.96,2.935,0.34,-1.61,15.0,0,0,NOMINAL,0
LOT_10_COMP_0003,LOT_10,LOT_10_W00,-0.8087,-0.2435,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.136,3.639,3.803,4.91,5.2,5.14,44.64,42.66,42.71,24.88,124.93,2.503,0.29,-1.98,15.0,0,0,NOMINAL,0
LOT_10_COMP_0004,LOT_10,LOT_10_W00,-0.8294,0.55,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.356,4.469,4.58,4.81,4.97,4.97,45.39,43.46,43.29,24.84,125.05,3.113,0.16,-1.93,15.0,0,0,NOMINAL,0
LOT_10_COMP_0005,LOT_10,LOT_10_W00,0.4291,0.0535,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.174,3.921,4.092,5.02,5.42,5.28,45.63,43.6,43.71,24.9,125.1,2.747,0.4,-2.03,15.0,0,0,NOMINAL,0
LOT_10_COMP_0006,LOT_10,LOT_10_W00,0.7762,0.9941,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.243,4.141,4.216,5.0,5.22,5.24,44.74,42.73,42.69,25.15,125.06,2.898,0.22,-2.01,15.0,0,0,NOMINAL,0
LOT_10_COMP_0007,LOT_10,LOT_10_W00,-0.862,0.5164,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.318,4.207,4.169,4.85,4.9,8.24,44.45,44.39,32.37,25.06,125.11,2.889,0.05,-0.06,15.0,1,2,MEMS_MICROCRACK,0
LOT_10_COMP_0008,LOT_10,LOT_10_W00,0.4981,-0.8226,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.205,4.098,4.288,5.18,5.23,5.29,44.09,42.34,42.4,24.97,124.99,2.893,0.05,-1.75,15.0,0,0,NOMINAL,0
LOT_10_COMP_0009,LOT_10,LOT_10_W00,-0.2077,0.7839,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.191,4.064,26555.888,4.83,5.35,5.34,44.77,44.56,37.9,25.09,125.16,2.873,0.52,-0.21,15.0,1,1,THERMAL_RUNAWAY,0
LOT_10_COMP_0010,LOT_10,LOT_10_W00,-0.761,-0.8811,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.104,3.684,3.784,4.91,4.99,4.99,45.71,43.57,43.8,25.21,125.0,2.58,0.08,-2.14,15.0,0,0,NOMINAL,0
LOT_10_COMP_0011,LOT_10,LOT_10_W00,0.1719,0.0918,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.185,4.013,4.092,4.94,5.18,5.19,44.65,42.66,42.41,24.83,124.93,2.828,0.24,-1.99,15.0,0,0,NOMINAL,0
LOT_10_COMP_0012,LOT_10,LOT_10_W00,0.4167,0.1614,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.205,3.86,4.042,4.76,5.05,4.98,45.39,43.01,42.95,25.17,124.94,2.655,0.29,-2.38,15.0,0,0,NOMINAL,0
LOT_10_COMP_0013,LOT_10,LOT_10_W00,0.8033,0.6958,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.186,4.061,4.158,5.19,5.43,5.43,44.94,42.83,42.58,24.92,124.93,2.875,0.24,-2.11,15.0,0,0,NOMINAL,0
LOT_10_COMP_0014,LOT_10,LOT_10_W00,0.7378,-0.4649,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.011,3.296,3.392,4.9,5.24,5.21,44.57,42.55,42.24,24.93,124.91,2.285,0.34,-2.02,15.0,0,0,NOMINAL,0
LOT_10_COMP_0015,LOT_10,LOT_10_W00,-0.1476,-0.7532,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.07,3.606,3.606,5.09,5.13,5.16,45.33,45.6,45.36,25.01,125.0,2.536,0.04,0.27,15.0,1,5,SENSOR_FAULT,1
LOT_10_COMP_0016,LOT_10,LOT_10_W00,-0.7595,0.0945,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.173,3.923,4.055,5.0,5.26,5.26,45.13,43.24,43.22,24.85,125.04,2.75,0.26,-1.89,15.0,0,0,NOMINAL,0
LOT_10_COMP_0017,LOT_10,LOT_10_W00,-0.5637,0.8847,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.226,4.073,7386.467,5.13,5.73,5.73,44.66,44.99,38.94,25.08,125.09,2.847,0.6,0.33,15.0,1,1,THERMAL_RUNAWAY,0
LOT_10_COMP_0018,LOT_10,LOT_10_W00,0.1512,-0.3718,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.202,3.97,4.094,5.23,5.28,5.28,44.94,42.87,42.93,24.97,125.01,2.768,0.05,-2.07,15.0,0,0,NOMINAL,0
LOT_10_COMP_0019,LOT_10,LOT_10_W00,0.105,-0.7852,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.077,3.735,3.893,5.01,5.47,5.36,44.42,42.3,42.64,24.96,124.96,2.658,0.46,-2.12,15.0,0,0,NOMINAL,0
LOT_10_COMP_0020,LOT_10,LOT_10_W00,0.137,0.7038,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.168,3.883,4.004,5.04,5.17,5.26,44.16,42.07,42.02,25.11,124.97,2.715,0.13,-2.09,15.0,0,0,NOMINAL,0
LOT_10_COMP_0021,LOT_10,LOT_10_W00,0.8182,-0.7328,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.164,3.893,4.044,5.65,5.81,5.72,44.37,42.62,42.52,25.02,124.9,2.729,0.16,-1.75,15.0,0,0,NOMINAL,0
LOT_10_COMP_0022,LOT_10,LOT_10_W00,0.873,0.5815,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,0.959,3.123,3.355,5.06,5.24,5.15,44.38,42.34,42.23,24.93,124.99,2.164,0.18,-2.04,15.0,0,0,NOMINAL,0
LOT_10_COMP_0023,LOT_10,LOT_10_W00,0.8994,-0.9398,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.141,3.813,3.939,5.13,5.58,5.38,45.42,43.2,43.32,24.94,125.14,2.672,0.45,-2.22,15.0,0,0,NOMINAL,0
LOT_10_COMP_0024,LOT_10,LOT_10_W00,0.3955,0.3501,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.101,3.795,3.914,4.89,5.27,5.11,45.34,43.27,43.3,25.01,124.95,2.694,0.38,-2.07,15.0,0,0,NOMINAL,0
LOT_10_COMP_0025,LOT_10,LOT_10_W00,0.8723,-0.9425,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.139,3.836,4.004,5.19,5.44,5.3,44.96,42.86,42.71,24.99,124.8,2.697,0.25,-2.1,15.0,0,0,NOMINAL,0
LOT_10_COMP_0026,LOT_10,LOT_10_W00,-0.1608,-0.2155,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.211,4.047,4.236,5.4,5.58,5.54,45.0,43.23,43.28,24.91,125.16,2.836,0.18,-1.77,15.0,0,0,NOMINAL,0
LOT_10_COMP_0027,LOT_10,LOT_10_W00,0.6736,-0.792,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.088,3.68,3.812,4.97,5.04,5.18,44.8,42.55,42.6,25.04,124.92,2.592,0.07,-2.25,15.0,0,0,NOMINAL,0
LOT_10_COMP_0028,LOT_10,LOT_10_W00,0.9218,-0.9849,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.212,4.122,4.243,5.0,5.32,5.26,44.89,42.87,43.0,24.98,124.91,2.91,0.32,-2.02,15.0,0,0,NOMINAL,0
LOT_10_COMP_0029,LOT_10,LOT_10_W00,-0.1102,0.6107,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.24,4.094,4.287,5.08,5.29,5.27,45.08,43.26,43.15,25.1,124.94,2.854,0.21,-1.82,15.0,0,0,NOMINAL,0
LOT_10_COMP_0030,LOT_10,LOT_10_W00,-0.5407,0.9669,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.193,4.114,4.269,4.84,5.23,5.2,45.95,43.73,43.65,25.13,124.93,2.921,0.39,-2.22,15.0,0,0,NOMINAL,0
LOT_10_COMP_0031,LOT_10,LOT_10_W00,-0.2951,0.4051,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.241,4.092,4.179,5.27,5.29,5.44,45.02,43.15,43.08,25.14,124.93,2.851,0.02,-1.87,15.0,0,0,NOMINAL,0
LOT_10_COMP_0032,LOT_10,LOT_10_W00,-0.0013,0.8156,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.564,5.348,5.628,5.13,5.21,5.03,43.67,43.59,43.45,25.13,124.86,3.784,0.08,-0.08,15.0,1,3,FREAK_OUTLIER,0
LOT_10_COMP_0033,LOT_10,LOT_10_W00,-0.2669,0.4885,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.38,4.559,12928.607,5.15,5.59,5.66,45.01,45.32,38.94,24.81,124.98,3.179,0.44,0.31,15.0,1,1,THERMAL_RUNAWAY,0
LOT_10_COMP_0034,LOT_10,LOT_10_W00,-0.0211,-0.4306,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.18,3.906,4.108,4.92,5.23,5.14,45.06,43.03,42.94,25.04,124.85,2.726,0.31,-2.03,15.0,0,0,NOMINAL,0
LOT_10_COMP_0035,LOT_10,LOT_10_W00,-0.6748,-0.1032,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.098,3.764,3.945,5.12,5.19,5.17,45.46,43.28,43.4,25.13,125.06,2.666,0.07,-2.18,15.0,0,0,NOMINAL,0
LOT_10_COMP_0036,LOT_10,LOT_10_W00,-0.4528,0.8621,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.233,4.069,4.217,4.99,5.15,5.19,44.14,42.12,42.11,25.12,125.09,2.836,0.16,-2.02,15.0,0,0,NOMINAL,0
LOT_10_COMP_0037,LOT_10,LOT_10_W00,0.5545,-0.8826,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.337,4.603,4.757,5.01,5.28,5.25,45.65,43.51,43.49,24.97,124.95,3.266,0.27,-2.14,15.0,0,0,NOMINAL,0
LOT_10_COMP_0038,LOT_10,LOT_10_W00,0.9629,-0.5316,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.176,4.044,4.135,5.01,5.23,5.09,45.17,42.82,43.13,24.89,124.83,2.868,0.22,-2.35,15.0,0,0,NOMINAL,0
LOT_10_COMP_0039,LOT_10,LOT_10_W00,0.713,0.3167,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.188,3.972,4.156,5.26,5.38,5.36,44.99,43.14,42.95,25.17,124.89,2.784,0.12,-1.85,15.0,0,0,NOMINAL,0
LOT_10_COMP_0040,LOT_10,LOT_10_W00,-0.5619,0.0087,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.221,3.823,3.997,4.88,5.09,5.06,45.12,43.51,43.19,24.98,124.93,2.602,0.21,-1.61,15.0,0,0,NOMINAL,0
LOT_10_COMP_0041,LOT_10,LOT_10_W00,-0.3911,-0.5912,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.128,3.711,3.87,4.88,4.99,4.99,46.1,44.14,43.95,25.0,125.07,2.583,0.11,-1.96,15.0,0,0,NOMINAL,0
LOT_10_COMP_0042,LOT_10,LOT_10_W00,0.0669,0.5288,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.075,3.744,3.893,4.7,4.8,4.86,44.14,41.98,42.2,25.07,125.05,2.669,0.1,-2.16,15.0,0,0,NOMINAL,0
LOT_10_COMP_0043,LOT_10,LOT_10_W00,0.1739,0.8697,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.428,4.764,4.899,5.18,5.5,5.3,46.1,44.09,44.08,25.02,125.03,3.336,0.32,-2.01,15.0,0,0,NOMINAL,0
LOT_10_COMP_0044,LOT_10,LOT_10_W00,-0.2746,0.3552,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.146,3.841,3.978,5.37,5.64,5.61,44.65,42.25,42.54,24.95,124.77,2.695,0.27,-2.4,15.0,0,0,NOMINAL,0
LOT_10_COMP_0045,LOT_10,LOT_10_W00,0.1072,-0.2236,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.091,3.701,3.894,5.07,5.27,5.4,44.92,43.16,42.95,24.93,125.02,2.61,0.2,-1.76,15.0,0,0,NOMINAL,0
LOT_10_COMP_0046,LOT_10,LOT_10_W00,0.5393,-0.6902,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.152,3.94,4.13,5.02,5.2,5.25,45.38,43.37,43.06,25.04,125.01,2.788,0.18,-2.01,15.0,0,0,NOMINAL,0
LOT_10_COMP_0047,LOT_10,LOT_10_W00,-0.7577,-0.251,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.267,4.239,4.201,4.9,4.78,4.82,45.42,45.01,45.26,24.98,125.06,2.972,-0.12,-0.41,15.0,1,5,SENSOR_FAULT,1
LOT_10_COMP_0048,LOT_10,LOT_10_W00,-0.9399,-0.0961,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.065,3.725,3.842,4.91,5.14,4.95,45.23,42.64,43.17,25.08,124.98,2.66,0.23,-2.59,15.0,0,0,NOMINAL,0
LOT_10_COMP_0049,LOT_10,LOT_10_W00,0.6925,0.0198,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.125,3.748,3.963,4.83,5.17,5.07,44.92,42.77,42.65,25.05,124.99,2.623,0.34,-2.15,15.0,0,0,NOMINAL,0
LOT_10_COMP_0050,LOT_10,LOT_10_W00,-0.22,-0.1065,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.173,3.997,4.111,4.95,5.35,5.34,43.84,41.83,41.9,25.12,124.88,2.824,0.4,-2.01,15.0,0,0,NOMINAL,0
LOT_10_COMP_0051,LOT_10,LOT_10_W00,-0.7661,0.64,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.208,4.204,4.356,5.09,5.21,5.39,44.61,42.63,42.84,25.17,125.0,2.996,0.12,-1.98,15.0,0,0,NOMINAL,0
LOT_10_COMP_0052,LOT_10,LOT_10_W00,-0.1609,-0.7866,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.112,3.691,3.809,5.32,5.32,5.5,44.54,42.77,42.7,24.9,124.86,2.579,0.0,-1.77,15.0,0,0,NOMINAL,0
LOT_10_COMP_0053,LOT_10,LOT_10_W00,0.683,0.4414,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.211,4.055,4.222,4.95,5.02,5.15,44.95,42.61,42.8,24.86,125.07,2.844,0.07,-2.34,15.0,0,0,NOMINAL,0
LOT_10_COMP_0054,LOT_10,LOT_10_W00,0.8272,-0.1685,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.302,4.48,4.671,5.04,5.18,5.19,44.87,42.75,42.68,24.85,125.05,3.178,0.14,-2.12,15.0,0,0,NOMINAL,0
LOT_10_COMP_0055,LOT_10,LOT_10_W00,-0.5475,-0.8767,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.15,3.8,3.903,4.71,5.02,4.99,45.22,43.13,43.1,25.08,124.94,2.65,0.31,-2.09,15.0,0,0,NOMINAL,0
LOT_10_COMP_0056,LOT_10,LOT_10_W00,0.7473,0.1289,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.099,3.699,3.831,4.95,5.06,5.1,45.29,43.49,43.43,24.99,125.11,2.6,0.11,-1.8,15.0,0,0,NOMINAL,0
LOT_10_COMP_0057,LOT_10,LOT_10_W00,-0.7964,-0.521,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.245,4.072,4.257,5.12,5.35,5.43,44.03,41.99,42.07,25.08,124.97,2.827,0.23,-2.04,15.0,0,0,NOMINAL,0
