component_id,lot_id,wafer_id,wafer_x,wafer_y,device_family,device_spec_id,operating_voltage_v,test_temperature_c,observation_horizon_h,iddq_0h,iddq_24h,iddq_168h_actual,v_offset_0h,v_offset_24h,v_offset_168h,snr_0h,snr_24h,snr_168h,t_die_0h,t_die_24h,delta_iddq,delta_v_offset,delta_snr,spec_max_iddq,is_defective_gt,failure_class,failure_mode_gt,is_sensor_fault
LOT_05_COMP_0000,LOT_05,LOT_05_W00,-0.4431,0.6254,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.163,3.865,4.058,4.58,4.87,4.74,44.72,42.66,42.38,24.95,125.0,2.702,0.29,-2.06,15.0,0,0,NOMINAL,0
LOT_05_COMP_0001,LOT_05,LOT_05_W00,0.8902,-0.5154,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.167,3.827,4.003,4.82,4.91,5.09,45.58,43.37,43.37,24.97,124.83,2.66,0.09,-2.21,15.0,0,0,NOMINAL,0
LOT_05_COMP_0002,LOT_05,LOT_05_W00,0.6016,0.0209,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.218,4.041,4.143,5.16,5.18,5.29,45.11,43.22,43.31,24.88,125.12,2.823,0.02,-1.89,15.0,0,0,NOMINAL,0
LOT_05_COMP_0003,LOT_05,LOT_05_W00,-0.3285,0.3007,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.304,4.251,4.377,5.01,5.04,5.09,45.62,43.6,43.35,25.02,124.97,2.947,0.03,-2.02,15.0,0,0,NOMINAL,0
LOT_05_COMP_0004,LOT_05,LOT_05_W00,-0.9731,0.9708,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.178,3.958,4.137,5.23,5.3,5.44,44.99,43.09,43.22,24.81,124.72,2.78,0.07,-1.9,15.0,0,0,NOMINAL,0
LOT_05_COMP_0005,LOT_05,LOT_05_W00,-0.9778,-0.0695,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.277,4.087,4.186,5.27,5.44,5.46,45.58,43.48,43.62,25.02,124.93,2.81,0.17,-2.1,15.0,0,0,NOMINAL,0
LOT_05_COMP_0006,LOT_05,LOT_05_W00,0.8952,0.7317,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.233,4.162,4.313,4.76,5.08,5.08,45.36,43.17,43.48,25.1,125.09,2.929,0.32,-2.19,15.0,0,0,NOMINAL,0
LOT_05_COMP_0007,LOT_05,LOT_05_W00,-0.0237,-0.7507,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.253,4.168,4.218,4.77,4.75,6.87,43.96,44.29,31.81,24.89,124.94,2.915,-0.02,0.33,15.0,1,2,MEMS_MICROCRACK,0
LOT_05_COMP_0008,LOT_05,LOT_05_W00,-0.6682,-0.473,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.144,3.742,3.839,5.19,5.34,5.28,45.71,43.58,43.62,25.05,125.07,2.598,0.15,-2.13,15.0,0,0,NOMINAL,0
LOT_05_COMP_0009,LOT_05,LOT_05_W00,0.08,-0.3923,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.243,4.104,4.274,5.0,5.25,5.3,44.65,42.21,42.59,24.86,124.98,2.861,0.25,-2.44,15.0,0,0,NOMINAL,0
LOT_05_COMP_0010,LOT_05,LOT_05_W00,-0.091,-0.9177,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.198,3.974,4.14,5.1,5.22,5.4,44.45,42.87,42.79,25.1,124.94,2.776,0.12,-1.58,15.0,0,0,NOMINAL,0
LOT_05_COMP_0011,LOT_05,LOT_05_W00,-0.845,0.2792,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.168,3.895,4.01,5.09,5.4,5.39,44.71,42.96,43.24,25.05,125.15,2.727,0.31,-1.75,15.0,0,0,NOMINAL,0
LOT_05_COMP_0012,LOT_05,LOT_05_W00,-0.7341,0.9185,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.194,3.828,3.977,5.01,5.23,5.26,45.06,43.58,43.13,25.03,124.88,2.634,0.22,-1.48,15.0,0,0,NOMINAL,0
LOT_05_COMP_0013,LOT_05,LOT_05_W00,-0.0593,-0.4488,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.155,3.925,4.125,4.73,5.12,5.15,45.32,43.45,43.51,25.0,125.14,2.77,0.39,-1.87,15.0,0,0,NOMINAL,0
LOT_05_COMP_0014,LOT_05,LOT_05_W00,0.0698,0.1984,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.107,3.72,3.908,5.07,5.24,5.32,44.34,42.56,42.36,25.03,124.99,2.613,0.17,-1.78,15.0,0,0,NOMINAL,0
LOT_05_COMP_0015,LOT_05,LOT_05_W00,-0.9394,-0.0936,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.073,3.64,3.802,5.29,5.43,5.52,45.14,42.78,42.87,25.06,125.2,2.567,0.14,-2.36,15.0,0,0,NOMINAL,0
LOT_05_COMP_0016,LOT_05,LOT_05_W00,-0.9906,0.688,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.175,4.0,4.154,4.92,5.11,4.96,44.82,42.8,42.65,24.88,125.02,2.825,0.19,-2.02,15.0,0,0,NOMINAL,0
LOT_05_COMP_0017,LOT_05,LOT_05_W00,-0.6839,-0.3107,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.238,4.2,4.37,5.16,5.49,5.41,44.57,42.44,42.54,24.98,125.1,2.962,0.33,-2.13,15.0,0,0,NOMINAL,0
