component_id,lot_id,wafer_id,wafer_x,wafer_y,device_family,device_spec_id,operating_voltage_v,test_temperature_c,observation_horizon_h,iddq_0h,iddq_24h,iddq_168h_actual,v_offset_0h,v_offset_24h,v_offset_168h,snr_0h,snr_24h,snr_168h,t_die_0h,t_die_24h,delta_iddq,delta_v_offset,delta_snr,spec_max_iddq,is_defective_gt,failure_class,failure_mode_gt,is_sensor_fault
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.259,4.177,4.306,5.09,5.29,5.33,44.33,42.25,42.36,24.99,124.98,2.918,0.2,-2.08,15.0,0,0,NOMINAL,0
LOT_09_COMP_0001,LOT_09,LOT_09_W00,0.7803,-0.8864,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.291,4.418,4.487,4.72,4.93,4.88,45.76,43.86,43.63,24.82,125.08,3.127,0.21,-1.9,15.0,0,0,NOMINAL,0
LOT_09_COMP_0002,LOT_09,LOT_09_W00,-0.4498,0.8037,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.233,4.101,4.229,4.91,5.01,5.15,44.88,42.5,42.5,24.92,125.12,2.868,0.1,-2.38,15.0,0,0,NOMINAL,0
LOT_09_COMP_0003,LOT_09,LOT_09_W00,0.4128,-0.8244,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.095,3.59,3.772,5.24,5.43,5.49,44.85,42.67,42.88,24.82,124.99,2.495,0.19,-2.18,15.0,0,0,NOMINAL,0
LOT_09_COMP_0004,LOT_09,LOT_09_W00,-0.5459,0.5272,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.255,4.009,4.189,4.78,4.92,4.99,44.32,42.26,42.44,25.01,124.99,2.754,0.14,-2.06,15.0,0,0,NOMINAL,0
LOT_09_COMP_0005,LOT_09,LOT_09_W00,-0.7853,0.5176,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.24,4.048,4.196,5.4,5.51,5.52,44.44,42.36,42.32,25.04,124.79,2.808,0.11,-2.08,15.0,0,0,NOMINAL,0
LOT_09_COMP_0006,LOT_09,LOT_09_W00,-0.8512,0.0112,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.124,3.853,4.034,4.97,5.17,5.09,45.26,42.94,43.14,25.11,124.92,2.729,0.2,-2.32,15.0,0,0,NOMINAL,0
LOT_09_COMP_0007,LOT_09,LOT_09_W00,-0.7782,0.1931,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.141,3.563,3.698,5.37,5.51,5.35,45.6,43.62,43.34,24.96,124.94,2.422,0.14,-1.98,15.0,0,0,NOMINAL,0
LOT_09_COMP_0008,LOT_09,LOT_09_W00,0.7974,0.551,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.592,5.198,5.491,5.0,4.96,4.94,43.56,43.61,43.63,24.94,125.02,3.606,-0.04,0.05,15.0,1,3,FREAK_OUTLIER,0
LOT_09_COMP_0009,LOT_09,LOT_09_W00,-0.7406,-0.6273,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.083,3.489,3.628,4.82,5.05,5.01,44.04,41.9,42.03,24.98,124.9,2.406,0.23,-2.14,15.0,0,0,NOMINAL,0
LOT_09_COMP_0010,LOT_09,LOT_09_W00,0.22,0.2893,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.189,3.942,4.097,5.07,5.39,5.48,45.53,43.84,43.67,25.12,124.86,2.753,0.32,-1.69,15.0,0,0,NOMINAL,0
LOT_09_COMP_0011,LOT_09,LOT_09_W00,-0.8373,0.7194,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.195,4.0,4.156,5.15,5.43,5.32,43.57,42.07,41.69,24.83,125.06,2.805,0.28,-1.5,15.0,0,0,NOMINAL,0
LOT_09_COMP_0012,LOT_09,LOT_09_W00,-0.3994,0.1866,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.393,4.689,4.815,5.03,5.24,5.07,44.47,42.66,42.58,24.99,124.91,3.296,0.21,-1.81,15.0,0,0,NOMINAL,0
LOT_09_COMP_0013,LOT_09,LOT_09_W00,0.8198,-0.4626,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.343,4.297,4.48,5.23,5.35,5.52,45.26,43.29,43.32,25.09,125.19,2.954,0.12,-1.97,15.0,0,0,NOMINAL,0
LOT_09_COMP_0014,LOT_09,LOT_09_W00,-0.1677,0.7823,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.304,4.264,4.376,5.17,5.38,5.25,45.95,43.59,43.74,24.89,125.17,2.96,0.21,-2.36,15.0,0,0,NOMINAL,0
LOT_09_COMP_0015,LOT_09,LOT_09_W00,0.5723,0.9483,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.255,4.12,4.318,4.9,5.14,5.14,45.02,42.87,42.88,24.96,124.73,2.865,0.24,-2.15,15.0,0,0,NOMINAL,0
LOT_09_COMP_0016,LOT_09,LOT_09_W00,0.6396,0.0684,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.17,3.931,4.083,5.18,5.4,5.4,45.38,43.44,43.68,25.09,124.93,2.761,0.22,-1.94,15.0,0,0,NOMINAL,0
LOT_09_COMP_0017,LOT_09,LOT_09_W00,-0.9617,0.1454,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.145,3.937,4.122,5.06,5.29,5.26,44.34,42.12,42.2,25.06,125.13,2.792,0.23,-2.22,15.0,0,0,NOMINAL,0
LOT_09_COMP_0018,LOT_09,LOT_09_W00,-0.3129,0.0528,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.186,3.897,4.004,5.13,5.36,5.14,45.96,44.11,43.91,24.98,124.99,2.711,0.23,-1.85,15.0,0,0,NOMINAL,0
LOT_09_COMP_0019,LOT_09,LOT_09_W00,0.8127,-0.4547,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.232,4.199,4.386,5.17,5.36,5.21,45.21,43.27,43.29,25.04,125.04,2.967,0.19,-1.94,15.0,0,0,NOMINAL,0
LOT_09_COMP_0020,LOT_09,LOT_09_W00,-0.2714,0.2221,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.299,4.375,4.54,4.96,5.11,5.23,45.54,43.08,43.25,25.06,125.03,3.076,0.15,-2.46,15.0,0,0,NOMINAL,0
LOT_09_COMP_0021,LOT_09,LOT_09_W00,0.5778,0.2413,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.199,3.917,3.917,4.92,4.95,4.96,44.27,44.62,44.25,25.1,124.9,2.718,0.03,0.35,15.0,1,5,SENSOR_FAULT,1
LOT_09_COMP_0022,LOT_09,LOT_09_W00,-0.2929,0.614,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.164,4.033,4.136,5.1,5.26,5.43,44.48,42.7,42.6,24.93,125.06,2.869,0.16,-1.78,15.0,0,0,NOMINAL,0
LOT_09_COMP_0023,LOT_09,LOT_09_W00,0.8518,-0.668,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.234,4.182,4.324,5.08,5.31,5.27,44.66,42.61,42.68,25.16,125.05,2.948,0.23,-2.05,15.0,0,0,NOMINAL,0
LOT_09_COMP_0024,LOT_09,LOT_09_W00,-0.0825,0.6364,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.404,4.441,4.588,5.31,5.33,5.43,44.68,42.95,43.11,25.1,125.06,3.037,0.02,-1.73,15.0,0,0,NOMINAL,0
LOT_09_COMP_0025,LOT_09,LOT_09_W00,-0.96,-0.9477,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.329,4.407,16434.21,5.08,5.4,5.64,44.81,44.88,38.19,24.93,124.97,3.078,0.32,0.07,15.0,1,1,THERMAL_RUNAWAY,0
LOT_09_COMP_0026,LOT_09,LOT_09_W00,-0.7458,0.3736,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.407,4.608,4.752,5.09,5.33,5.3,44.83,42.9,42.98,25.13,125.0,3.201,0.24,-1.93,15.0,0,0,NOMINAL,0
LOT_09_COMP_0027,LOT_09,LOT_09_W00,-0.0864,-0.8224,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.284,4.201,4.3,4.91,5.22,5.12,45.78,43.73,43.68,25.03,125.04,2.917,0.31,-2.05,15.0,0,0,NOMINAL,0
LOT_09_COMP_0028,LOT_09,LOT_09_W00,-0.2893,0.0298,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.259,4.262,4.347,4.88,5.11,5.16,44.26,42.22,42.36,25.25,124.92,3.003,0.23,-2.04,15.0,0,0,NOMINAL,0
LOT_09_COMP_0029,LOT_09,LOT_09_W00,-0.5173,0.7892,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.314,4.354,4.485,4.9,5.0,4.98,45.37,43.03,43.15,24.97,124.97,3.04,0.1,-2.34,15.0,0,0,NOMINAL,0
LOT_09_COMP_0030,LOT_09,LOT_09_W00,-0.1849,-0.2233,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.125,3.833,3.973,5.15,5.43,5.3,45.0,43.06,42.99,25.11,125.01,2.708,0.28,-1.94,15.0,0,0,NOMINAL,0
LOT_09_COMP_0031,LOT_09,LOT_09_W00,0.7283,-0.4301,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.266,4.24,4.378,5.21,5.44,5.36,44.97,43.01,42.84,25.01,124.86,2.974,0.23,-1.96,15.0,0,0,NOMINAL,0
LOT_09_COMP_0032,LOT_09,LOT_09_W00,0.2655,-0.5588,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.215,4.036,24514.429,4.93,5.34,5.35,45.95,45.61,39.04,25.05,124.82,2.821,0.41,-0.34,15.0,1,1,THERMAL_RUNAWAY,0
LOT_09_COMP_0033,LOT_09,LOT_09_W00,0.0213,-0.3903,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.258,4.277,4.413,4.82,5.08,5.13,45.16,43.14,43.07,25.09,125.0,3.019,0.26,-2.02,15.0,0,0,NOMINAL,0
LOT_09_COMP_0034,LOT_09,LOT_09_W00,0.2304,0.6456,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.2,4.003,4.155,4.92,5.05,4.96,45.57,43.45,43.74,24.82,125.04,2.803,0.13,-2.12,15.0,0,0,NOMINAL,0
LOT_09_COMP_0035,LOT_09,LOT_09_W00,0.58,-0.8069,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.175,4.008,4.186,5.01,5.25,5.2,45.4,43.5,43.44,25.05,124.97,2.833,0.24,-1.9,15.0,0,0,NOMINAL,0
LOT_09_COMP_0036,LOT_09,LOT_09_W00,-0.2014,-0.5199,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.1,3.872,4.014,4.74,4.94,4.93,44.68,42.65,42.82,25.08,124.94,2.772,0.2,-2.03,15.0,0,0,NOMINAL,0
LOT_09_COMP_0037,LOT_09,LOT_09_W00,-0.902,-0.3874,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.294,4.373,4.499,5.22,5.49,5.36,44.89,42.84,42.5,24.96,124.92,3.079,0.27,-2.05,15.0,0,0,NOMINAL,0
LOT_09_COMP_0038,LOT_09,LOT_09_W00,-0.8983,-0.8393,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.321,4.216,4.302,4.88,5.11,5.11,44.98,43.26,43.4,24.87,124.85,2.895,0.23,-1.72,15.0,0,0,NOMINAL,0
LOT_09_COMP_0039,LOT_09,LOT_09_W00,0.9353,-0.6935,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.262,4.239,4.36,5.11,5.17,5.12,44.65,42.71,42.46,24.99,124.97,2.977,0.06,-1.94,15.0,0,0,NOMINAL,0
LOT_09_COMP_0040,LOT_09,LOT_09_W00,0.1998,-0.2782,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.157,3.781,3.957,4.88,5.14,4.99,45.66,43.33,43.02,25.04,125.2,2.624,0.26,-2.33,15.0,0,0,NOMINAL,0
LOT_09_COMP_0041,LOT_09,LOT_09_W00,0.4315,0.8923,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.163,4.072,4.181,5.16,5.2,5.22,45.41,43.96,43.86,24.79,124.96,2.909,0.04,-1.45,15.0,0,0,NOMINAL,0
LOT_09_COMP_0042,LOT_09,LOT_09_W00,0.717,-0.7893,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.276,4.396,4.48,5.1,5.32,5.41,44.48,42.55,42.32,25.13,125.02,3.12,0.22,-1.93,15.0,0,0,NOMINAL,0
LOT_09_COMP_0043,LOT_09,LOT_09_W00,-0.2373,0.7491,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.353,4.463,4.577,4.99,5.33,5.34,43.54,41.55,41.45,25.03,124.9,3.11,0.34,-1.99,15.0,0,0,NOMINAL,0
LOT_09_COMP_0044,LOT_09,LOT_09_W00,0.3636,0.5181,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.284,4.234,4.38,5.04,5.24,5.25,44.85,43.1,42.7,25.16,124.98,2.95,0.2,-1.75,15.0,0,0,NOMINAL,0
LOT_09_COMP_0045,LOT_09,LOT_09_W00,-0.6511,-0.6046,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.159,3.912,4.05,5.14,5.37,5.32,44.59,42.66,42.74,24.86,125.08,2.753,0.23,-1.93,15.0,0,0,NOMINAL,0
LOT_09_COMP_0046,LOT_09,LOT_09_W00,0.6592,0.4254,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.211,4.251,4.401,5.0,5.21,5.35,44.59,42.58,42.52,25.04,125.22,3.04,0.21,-2.01,15.0,0,0,NOMINAL,0
LOT_09_COMP_0047,LOT_09,LOT_09_W00,0.3931,0.2363,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.265,4.297,4.417,5.05,5.32,5.23,44.4,42.74,42.49,25.06,124.93,3.032,0.27,-1.66,15.0,0,0,NOMINAL,0
LOT_09_COMP_0048,LOT_09,LOT_09_W00,-0.7044,-0.1947,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.197,3.842,4.092,5.27,5.3,5.27,45.16,43.22,43.49,24.99,125.01,2.645,0.03,-1.94,15.0,0,0,NOMINAL,0
LOT_09_COMP_0049,LOT_09,LOT_09_W00,0.4644,-0.5106,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.201,4.007,4.152,4.67,5.06,5.09,44.58,42.55,42.66,25.12,124.97,2.806,0.39,-2.03,15.0,0,0,NOMINAL,0
LOT_09_COMP_0050,LOT_09,LOT_09_W00,-0.732,0.2174,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.228,4.16,4.299,5.21,5.32,5.32,45.89,43.67,43.4,24.88,125.08,2.932,0.11,-2.22,15.0,0,0,NOMINAL,0
LOT_09_COMP_0051,LOT_09,LOT_09_W00,0.7192,-0.8267,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.287,4.329,4.494,4.94,5.19,5.11,44.21,42.35,42.09,24.93,124.96,3.042,0.25,-1.86,15.0,0,0,NOMINAL,0
LOT_09_COMP_0052,LOT_09,LOT_09_W00,-0.6878,-0.9266,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.146,4.062,4.161,5.04,5.3,5.17,45.19,43.3,43.42,24.97,124.94,2.916,0.26,-1.89,15.0,0,0,NOMINAL,0
LOT_09_COMP_0053,LOT_09,LOT_09_W00,-0.0157,0.8308,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.072,3.613,3.763,5.05,5.31,5.21,44.56,42.37,42.67,25.14,125.12,2.541,0.26,-2.19,15.0,0,0,NOMINAL,0
