component_id,lot_id,wafer_id,wafer_x,wafer_y,device_family,device_spec_id,operating_voltage_v,test_temperature_c,observation_horizon_h,iddq_0h,iddq_24h,iddq_168h_actual,v_offset_0h,v_offset_24h,v_offset_168h,snr_0h,snr_24h,snr_168h,t_die_0h,t_die_24h,delta_iddq,delta_v_offset,delta_snr,spec_max_iddq,is_defective_gt,failure_class,failure_mode_gt,is_sensor_fault
LOT_11_COMP_0000,LOT_11,LOT_11_W00,-0.8042,0.5699,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.226,3.885,3.984,4.89,5.09,5.06,45.06,42.99,42.92,25.05,124.95,2.659,0.2,-2.07,15.0,0,0,NOMINAL,0
LOT_11_COMP_0001,LOT_11,LOT_11_W00,-0.5392,-0.51,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.191,3.834,4.02,4.89,5.15,5.06,45.71,43.83,43.36,24.86,124.94,2.643,0.26,-1.88,15.0,0,0,NOMINAL,0
LOT_11_COMP_0002,LOT_11,LOT_11_W00,0.4174,-0.2272,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.167,4.011,4.163,4.92,5.11,5.05,44.06,42.28,41.9,24.96,124.99,2.844,0.19,-1.78,15.0,0,0,NOMINAL,0
LOT_11_COMP_0003,LOT_11,LOT_11_W00,-0.4949,0.8116,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.293,4.342,4.497,5.07,5.46,5.44,44.69,42.56,42.87,25.16,124.97,3.049,0.39,-2.13,15.0,0,0,NOMINAL,0
LOT_11_COMP_0004,LOT_11,LOT_11_W00,-0.1766,0.7469,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.17,3.906,3.906,4.94,5.02,5.04,44.64,44.34,44.38,24.9,125.1,2.736,0.08,-0.3,15.0,1,5,SENSOR_FAULT,1
LOT_11_COMP_0005,LOT_11,LOT_11_W00,0.0611,-0.0059,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.126,3.679,3.854,4.93,5.12,5.2,44.27,42.27,42.13,25.02,125.04,2.553,0.19,-2.0,15.0,0,0,NOMINAL,0
LOT_11_COMP_0006,LOT_11,LOT_11_W00,-0.2488,-0.0144,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.223,3.773,3.95,4.87,5.03,5.2,44.88,42.7,42.81,24.91,125.1,2.55,0.16,-2.18,15.0,0,0,NOMINAL,0
LOT_11_COMP_0007,LOT_11,LOT_11_W00,0.8656,0.4524,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.333,4.487,4.591,5.13,5.25,5.37,44.6,42.4,42.54,25.04,124.98,3.154,0.12,-2.2,15.0,0,0,NOMINAL,0
LOT_11_COMP_0008,LOT_11,LOT_11_W00,-0.0379,-0.6461,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.152,3.895,4.064,5.18,5.27,5.28,44.98,42.63,42.91,25.03,124.97,2.743,0.09,-2.35,15.0,0,0,NOMINAL,0
LOT_11_COMP_0009,LOT_11,LOT_11_W00,0.1187,-0.5444,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.089,3.683,3.777,5.05,5.11,5.19,45.7,43.8,43.55,25.03,125.0,2.594,0.06,-1.9,15.0,0,0,NOMINAL,0
