component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,ICC_active_mA,input_leakage_nA,propagation_delay_ns,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
DIG_LOT07_COMP0000,LOT_07,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T07_0000,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3693,1065.5293,1065.5997,1065.6713,1064.16,23.911,2.0417,11.944,-0.0017,0.0018,34.87,34.49,1.3693,1065.5293,1065.5997,1065.6713,1064.16,50.0,False,NOMINAL,HEALTHY,-34.31,-8.67
DIG_LOT07_COMP0001,LOT_07,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T07_0001,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.1916,920.1987,920.2211,920.3161,919.0071,25.91,2.4635,11.199,0.0233,0.0176,36.18,35.71,1.1916,920.1987,920.2211,920.3161,919.0071,50.0,False,NOMINAL,HEALTHY,-17.12,-21.97
DIG_LOT07_COMP0002,LOT_07,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T07_0002,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4652,1129.277,1129.4204,1129.4347,1127.8118,25.789,1.5156,11.9,-0.0169,0.0427,35.96,35.15,1.4652,1129.277,1129.4204,1129.4347,1127.8118,50.0,False,NOMINAL,HEALTHY,37.38,-20.86
DIG_LOT07_COMP0003,LOT_07,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T07_0003,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.5549,1194.4881,1194.4916,1194.6243,1192.9332,27.166,2.0712,12.699,0.0382,-0.0904,35.46,34.65,1.5549,1194.4881,1194.4916,1194.6243,1192.9332,50.0,False,NOMINAL,HEALTHY,-34.82,-27.04
DIG_LOT07_COMP0004,LOT_07,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T07_0004,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4686,1133.739,1133.8081,1133.8726,1132.2704,25.283,2.4043,12.93,0.0109,0.0668,34.7,34.8,1.4686,1133.739,1133.8081,1133.8726,1132.2704,50.0,False,NOMINAL,HEALTHY,-30.31,-44.22
DIG_LOT07_COMP0005,LOT_07,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T07_0005,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3284,1025.6022,1025.7445,1025.7439,1024.2738,23.612,2.3307,13.04,0.0349,-0.052,36.32,36.33,1.3284,1025.6022,1025.7445,1025.7439,1024.2738,50.0,False,NOMINAL,HEALTHY,45.67,14.19
DIG_LOT07_COMP0006,LOT_07,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T07_0006,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.403,1063.4937,1063.5347,1063.5613,1062.0907,24.515,2.1241,12.154,-0.0018,0.0615,34.68,34.71,1.403,1063.4937,1063.5347,1063.5613,1062.0907,50.0,False,NOMINAL,HEALTHY,3.13,-32.3
DIG_LOT07_COMP0007,LOT_07,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T07_0007,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.1026,855.5858,855.6179,855.7185,854.4832,27.609,1.8593,13.39,0.0236,0.0832,33.29,33.0,1.1026,855.5858,855.6179,855.7185,854.4832,50.0,False,NOMINAL,HEALTHY,1.33,34.99
DIG_LOT07_COMP0008,LOT_07,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T07_0008,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2176,931.4623,931.5258,931.5971,930.2447,25.678,1.7184,10.499,0.0376,-0.0288,33.7,33.4,1.2176,931.4623,931.5258,931.5971,930.2447,50.0,False,NOMINAL,HEALTHY,2.5,1.87
DIG_LOT07_COMP0009,LOT_07,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T07_0009,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4341,1091.0773,1091.173,1091.1905,1089.6432,25.699,2.341,10.301,-0.0236,-0.0404,33.91,33.8,1.4341,1091.0773,1091.173,1091.1905,1089.6432,50.0,False,NOMINAL,HEALTHY,13.23,9.1
