component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,ICC_active_mA,input_leakage_nA,propagation_delay_ns,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
DIG_LOT05_COMP0000,LOT_05,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T05_0000,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.5784,1223.436,1223.5102,1223.5668,1221.8576,23.867,1.7643,11.069,0.0058,-0.058,34.04,33.83,1.5784,1223.436,1223.5102,1223.5668,1221.8576,50.0,False,NOMINAL,HEALTHY,36.13,4.4
DIG_LOT05_COMP0001,LOT_05,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T05_0001,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3632,1044.9844,1045.0695,1045.0789,1043.6212,28.312,2.0565,12.15,0.0202,-0.0229,37.7,37.91,1.3632,1044.9844,1045.0695,1045.0789,1043.6212,50.0,False,NOMINAL,HEALTHY,-11.8,29.66
DIG_LOT05_COMP0002,LOT_05,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T05_0002,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.268,991.8697,991.9355,992.0636,990.6017,26.181,2.4734,11.464,-0.0152,-0.0577,35.69,35.57,1.268,991.8697,991.9355,992.0636,990.6017,50.0,False,NOMINAL,HEALTHY,-25.56,44.95
DIG_LOT05_COMP0003,LOT_05,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T05_0003,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.1966,935.8109,935.8813,935.9361,934.6143,23.771,1.9524,11.821,-0.0059,0.0066,35.61,35.5,1.1966,935.8109,935.8813,935.9361,934.6143,50.0,False,NOMINAL,HEALTHY,35.65,33.59
DIG_LOT05_COMP0004,LOT_05,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T05_0004,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2664,964.6349,964.7191,964.7586,963.3685,23.425,1.9134,14.037,-0.0138,-0.0335,34.07,33.83,1.2664,964.6349,964.7191,964.7586,963.3685,50.0,False,NOMINAL,HEALTHY,-18.47,-36.59
DIG_LOT05_COMP0005,LOT_05,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T05_0005,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.1328,872.0505,872.1884,872.1653,870.9177,24.455,2.4777,11.715,-0.0024,-0.0099,35.06,34.91,1.1328,872.0505,872.1884,872.1653,870.9177,50.0,False,NOMINAL,HEALTHY,28.05,-36.58
DIG_LOT05_COMP0006,LOT_05,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T05_0006,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2331,945.731,945.767,945.8613,944.4979,24.126,1.4826,10.735,0.0142,-0.0267,32.98,32.46,1.2331,945.731,945.767,945.8613,944.4979,50.0,False,NOMINAL,HEALTHY,-44.87,9.9
DIG_LOT05_COMP0007,LOT_05,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T05_0007,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3563,1059.2736,1059.3437,1059.4329,1057.9173,26.129,1.7996,12.61,-0.0024,-0.0495,35.75,36.74,1.3563,1059.2736,1059.3437,1059.4329,1057.9173,50.0,False,NOMINAL,HEALTHY,35.51,-1.91
DIG_LOT05_COMP0008,LOT_05,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T05_0008,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,0.911,704.2134,704.2123,704.3069,703.3024,26.469,1.866,11.86,-0.0138,0.1039,31.43,31.58,0.911,704.2134,704.2123,704.3069,703.3024,50.0,False,NOMINAL,HEALTHY,27.34,-1.47
DIG_LOT05_COMP0009,LOT_05,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T05_0009,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.1369,880.5214,880.5631,880.6324,879.3845,25.625,2.3202,11.334,-0.0022,-0.0177,35.67,36.05,1.1369,880.5214,880.5631,880.6324,879.3845,50.0,False,NOMINAL,HEALTHY,45.62,-32.17
DIG_LOT05_COMP0010,LOT_05,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T05_0010,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2452,985.6272,985.6983,985.7952,984.382,23.655,1.4232,12.77,0.0114,0.0008,37.51,36.47,1.2452,985.6272,985.6983,985.7952,984.382,50.0,False,NOMINAL,HEALTHY,26.51,33.31
DIG_LOT05_COMP0011,LOT_05,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T05_0011,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2827,991.1353,991.2099,991.2667,989.8526,24.788,1.532,12.642,-0.0102,-0.0459,36.85,37.51,1.2827,991.1353,991.2099,991.2667,989.8526,50.0,False,NOMINAL,HEALTHY,18.25,16.51
DIG_LOT05_COMP0012,LOT_05,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T05_0012,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,0.8815,687.4319,687.4469,687.5313,686.5504,27.388,2.0067,11.556,0.0346,0.0305,34.64,34.89,0.8815,687.4319,687.4469,687.5313,686.5504,50.0,False,NOMINAL,HEALTHY,3.95,-33.96
DIG_LOT05_COMP0013,LOT_05,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T05_0013,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.1335,859.8144,859.8859,859.9181,858.6809,24.897,1.2304,11.701,-0.0125,-0.0178,32.65,32.66,1.1335,859.8144,859.8859,859.9181,858.6809,50.0,False,NOMINAL,HEALTHY,-47.06,-35.2
DIG_LOT05_COMP0014,LOT_05,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T05_0014,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,0.9528,754.6238,754.6752,754.7314,753.671,23.368,1.4367,11.795,-0.0236,-0.0384,36.39,36.49,0.9528,754.6238,754.6752,754.7314,753.671,50.0,False,NOMINAL,HEALTHY,25.52,-49.89
DIG_LOT05_COMP0015,LOT_05,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T05_0015,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2092,940.5087,940.5708,940.6467,939.2995,25.114,2.0567,12.183,-0.0066,-0.0184,32.11,31.69,1.2092,940.5087,940.5708,940.6467,939.2995,50.0,False,NOMINAL,HEALTHY,-18.06,13.9
DIG_LOT05_COMP0016,LOT_05,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T05_0016,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3405,1011.2774,1011.3603,1011.3953,1009.9369,25.986,2.3605,12.408,-0.0134,-0.1042,32.95,33.53,1.3405,1011.2774,1011.3603,1011.3953,1009.9369,50.0,False,NOMINAL,HEALTHY,35.73,29.89
DIG_LOT05_COMP0017,LOT_05,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T05_0017,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,0.9947,758.6185,758.6898,758.7137,757.6238,21.231,1.7275,11.819,0.0016,-0.035,33.98,35.1,0.9947,758.6185,758.6898,758.7137,757.6238,50.0,False,NOMINAL,HEALTHY,33.44,-18.95
DIG_LOT05_COMP0018,LOT_05,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T05_0018,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,5.4246,4172.3117,4172.5307,4172.6772,4166.8871,27.649,2.2997,13.148,0.014,-0.0394,33.37,32.31,5.4246,4172.3117,4172.5307,4172.6772,4166.8871,50.0,True,SPATIAL_OUTLIER,HEALTHY,45.44,-26.13
DIG_LOT05_COMP0019,LOT_05,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T05_0019,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,0.9003,689.0699,689.1209,689.1951,688.1696,24.697,1.5834,12.582,0.0601,0.152,34.85,34.86,0.9003,689.0699,689.1209,689.1951,688.1696,50.0,False,NOMINAL,HEALTHY,26.64,-1.93
