component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,ICC_active_mA,input_leakage_nA,propagation_delay_ns,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
DIG_LOT02_COMP0000,LOT_02,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T02_0000,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3027,986.8213,986.9053,986.948,985.5186,23.62,1.9779,13.066,-0.0048,-0.0632,34.37,34.15,1.3027,986.8213,986.9053,986.948,985.5186,50.0,False,NOMINAL,HEALTHY,24.79,-7.11
DIG_LOT02_COMP0001,LOT_02,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T02_0001,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4626,1126.3355,1126.4236,1126.4383,1124.8729,23.492,1.8293,11.761,0.005,-0.0061,34.79,35.21,1.4626,1126.3355,1126.4236,1126.4383,1124.8729,50.0,False,NOMINAL,HEALTHY,24.96,23.57
DIG_LOT02_COMP0002,LOT_02,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T02_0002,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3308,1023.8134,1023.892,1023.9127,1022.4826,24.942,1.7278,12.58,-0.0081,-0.0195,34.99,34.79,1.3308,1023.8134,1023.892,1023.9127,1022.4826,50.0,False,NOMINAL,HEALTHY,-13.5,-31.68
DIG_LOT02_COMP0003,LOT_02,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T02_0003,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.5795,1210.9117,1211.0666,1211.0826,1209.3322,24.343,1.4303,13.05,0.0005,0.0065,36.35,36.51,1.5795,1210.9117,1211.0666,1211.0826,1209.3322,50.0,False,NOMINAL,HEALTHY,10.45,21.46
DIG_LOT02_COMP0004,LOT_02,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T02_0004,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,0.9974,775.5372,775.5857,775.6182,774.5398,26.586,2.3539,13.453,-0.0199,-0.0685,34.31,33.3,0.9974,775.5372,775.5857,775.6182,774.5398,50.0,False,NOMINAL,HEALTHY,20.43,-23.6
DIG_LOT02_COMP0005,LOT_02,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T02_0005,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2803,1000.5542,1000.6343,1000.6871,999.2739,22.539,2.0686,13.541,-0.0324,0.077,36.74,36.59,1.2803,1000.5542,1000.6343,1000.6871,999.2739,50.0,False,NOMINAL,HEALTHY,-28.46,4.59
DIG_LOT02_COMP0006,LOT_02,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T02_0006,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2589,961.5686,961.6639,961.7258,960.3097,26.651,2.0916,11.924,0.0253,0.0826,33.54,33.45,1.2589,961.5686,961.6639,961.7258,960.3097,50.0,False,NOMINAL,HEALTHY,-36.46,41.18
DIG_LOT02_COMP0007,LOT_02,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T02_0007,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.1099,834.1287,834.2122,834.2344,833.0188,26.348,2.4771,12.358,-0.0137,-0.0145,33.02,33.16,1.1099,834.1287,834.2122,834.2344,833.0188,50.0,False,NOMINAL,HEALTHY,-9.01,-44.18
DIG_LOT02_COMP0008,LOT_02,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T02_0008,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.0402,801.2853,801.3354,801.3822,800.2451,22.097,2.2117,12.186,-0.0177,-0.0446,36.51,36.83,1.0402,801.2853,801.3354,801.3822,800.2451,50.0,False,NOMINAL,HEALTHY,37.64,10.0
DIG_LOT02_COMP0009,LOT_02,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T02_0009,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4536,1122.8533,1122.9141,1122.983,1121.3997,23.857,1.7227,10.579,-0.0294,-0.0007,33.96,34.19,1.4536,1122.8533,1122.9141,1122.983,1121.3997,50.0,False,NOMINAL,HEALTHY,37.64,27.82
DIG_LOT02_COMP0010,LOT_02,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T02_0010,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3196,1024.9686,1025.0715,1025.1001,1023.649,23.52,1.9455,12.443,-0.0052,0.0304,33.23,33.11,1.3196,1024.9686,1025.0715,1025.1001,1023.649,50.0,False,NOMINAL,HEALTHY,-7.65,-25.47
DIG_LOT02_COMP0011,LOT_02,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T02_0011,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2812,993.1288,993.2036,993.2212,991.8476,23.777,2.38,13.145,-0.0171,-0.0113,34.61,35.0,1.2812,993.1288,993.2036,993.2212,991.8476,50.0,False,NOMINAL,HEALTHY,-8.47,33.72
DIG_LOT02_COMP0012,LOT_02,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T02_0012,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2115,946.3447,946.4208,946.3932,945.1332,23.002,1.3852,11.805,-0.0114,0.0208,35.05,35.38,1.2115,946.3447,946.4208,946.3932,945.1332,50.0,False,NOMINAL,HEALTHY,-42.86,-13.89
DIG_LOT02_COMP0013,LOT_02,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T02_0013,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4658,1111.5119,1111.617,1111.7165,1110.0461,24.24,1.9499,13.287,0.021,-0.0533,34.77,34.77,1.4658,1111.5119,1111.617,1111.7165,1110.0461,50.0,False,NOMINAL,HEALTHY,-7.42,-4.83
DIG_LOT02_COMP0014,LOT_02,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T02_0014,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.1292,857.8405,857.9304,857.9187,856.7113,26.171,1.8133,13.039,-0.0028,0.0706,35.42,35.2,1.1292,857.8405,857.9304,857.9187,856.7113,50.0,False,NOMINAL,HEALTHY,-7.5,35.29
DIG_LOT02_COMP0015,LOT_02,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T02_0015,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.293,994.7519,994.8141,994.8868,993.4589,22.96,2.5389,12.469,0.0125,0.0146,36.07,36.27,1.293,994.7519,994.8141,994.8868,993.4589,50.0,False,NOMINAL,HEALTHY,-29.74,-13.74
