component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
PRE_LOT05_COMP0000,LOT_05,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T05_0000,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,15.1333,6484.3869,6485.1377,6485.7663,6469.2536,-0.0259,0.043,35.27,35.52,15.1333,6484.3869,6485.1377,6485.7663,6469.2536,100.0,False,NOMINAL,HEALTHY,-36.55,-19.78
PRE_LOT05_COMP0001,LOT_05,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T05_0001,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,13.5795,5827.3634,5827.9806,5828.4524,5813.7839,0.002,-0.0681,33.08,32.59,13.5795,5827.3634,5827.9806,5828.4524,5813.7839,100.0,False,NOMINAL,HEALTHY,-2.84,-37.14
PRE_LOT05_COMP0002,LOT_05,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T05_0002,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,12.578,5400.2933,5400.8782,5401.3929,5387.7153,0.0046,-0.0178,35.46,35.33,12.578,5400.2933,5400.8782,5401.3929,5387.7153,100.0,False,NOMINAL,HEALTHY,-7.43,4.48
PRE_LOT05_COMP0003,LOT_05,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T05_0003,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,12.0543,5160.7604,5170.2531,5320.903,5148.7061,-0.0305,-0.0444,35.81,35.58,12.0543,5160.7604,5170.2531,5320.903,5148.7061,100.0,True,THERMAL_RUNAWAY,HEALTHY,-36.44,-14.44
PRE_LOT05_COMP0004,LOT_05,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T05_0004,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,12.108,5188.5334,5189.0732,5189.5471,5176.4254,-0.016,0.0409,33.34,34.12,12.108,5188.5334,5189.0732,5189.5471,5176.4254,100.0,False,NOMINAL,HEALTHY,-36.8,26.39
PRE_LOT05_COMP0005,LOT_05,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T05_0005,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,11.9166,5104.814,5105.3702,5105.794,5092.8974,0.0521,0.1051,35.1,35.0,11.9166,5104.814,5105.3702,5105.794,5092.8974,100.0,False,NOMINAL,HEALTHY,-49.73,44.54
PRE_LOT05_COMP0006,LOT_05,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T05_0006,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,13.597,5831.6501,5832.375,5832.9598,5818.0531,0.0058,0.0094,35.7,36.05,13.597,5831.6501,5832.375,5832.9598,5818.0531,100.0,False,NOMINAL,HEALTHY,32.46,-49.81
PRE_LOT05_COMP0007,LOT_05,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T05_0007,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,12.5412,5369.0127,5369.6569,5370.156,5356.4715,0.0353,0.0088,37.46,36.95,12.5412,5369.0127,5369.6569,5370.156,5356.4715,100.0,False,NOMINAL,HEALTHY,16.13,39.67
PRE_LOT05_COMP0008,LOT_05,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T05_0008,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,13.4963,5791.1569,5791.8859,5792.3974,5777.6606,0.0018,0.0205,35.6,35.47,13.4963,5791.1569,5791.8859,5792.3974,5777.6606,100.0,False,NOMINAL,HEALTHY,-26.82,-1.64
PRE_LOT05_COMP0009,LOT_05,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T05_0009,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,17.6069,7557.8547,7558.8849,7559.6584,7540.2478,-0.0051,-0.0003,36.44,36.28,17.6069,7557.8547,7558.8849,7559.6584,7540.2478,100.0,False,NOMINAL,HEALTHY,16.94,48.21
