component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,DSNU_DN,hot_pixel_count,supply_current_mA,dark_signal_mean_DN,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
IMA_LOT00_COMP0000,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0000,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.2231,20.3353,55.0732,150.3384,6.1122,11.98,8,40.88,9.4,0.0118,0.0059,63.8,62.38,14.2231,20.3353,55.0732,150.3384,6.1122,10.0,False,NOMINAL,HEALTHY,-20.35,27.17
IMA_LOT00_COMP0001,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0001,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,15.4817,22.2806,66.8707,200.6207,6.7989,8.93,3,42.18,9.13,-0.0225,-0.0634,60.96,61.46,15.4817,22.2806,66.8707,200.6207,6.7989,10.0,False,NOMINAL,HEALTHY,-42.08,-35.63
IMA_LOT00_COMP0002,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0002,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.1233,20.8201,65.1524,199.3867,6.6968,18.8,6,38.14,7.38,0.0306,0.1634,60.63,61.46,14.1233,20.8201,65.1524,199.3867,6.6968,10.0,False,NOMINAL,HEALTHY,-19.68,-10.36
IMA_LOT00_COMP0003,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0003,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.3558,21.3522,74.1359,254.3386,7.9964,14.71,8,42.49,7.53,-0.0162,-0.0894,60.93,61.54,13.3558,21.3522,74.1359,254.3386,7.9964,10.0,False,NOMINAL,HEALTHY,-3.59,36.3
IMA_LOT00_COMP0004,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0004,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,51.5158,66.4181,135.815,273.7118,14.9023,10.93,3,44.15,8.69,-0.0001,-0.0445,62.58,62.27,51.5158,66.4181,135.815,273.7118,14.9023,10.0,True,SPATIAL_OUTLIER,HEALTHY,47.07,-7.24
IMA_LOT00_COMP0005,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0005,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,15.1768,21.2121,53.0487,131.0593,6.0353,15.04,8,42.4,7.44,-0.01,-0.1069,57.55,61.87,15.1768,21.2121,53.0487,131.0593,6.0353,10.0,False,NOMINAL,HEALTHY,-20.29,-7.59
IMA_LOT00_COMP0006,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0006,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.4398,19.6388,39.924,81.9124,5.199,19.8,6,39.66,8.79,-0.0038,-0.0254,60.11,62.46,14.4398,19.6388,39.924,81.9124,5.199,10.0,False,NOMINAL,HEALTHY,20.17,-29.61
IMA_LOT00_COMP0007,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0007,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.6076,21.3564,68.2444,225.7841,7.7488,9.85,6,43.52,8.51,0.0121,-0.0726,61.53,62.67,13.6076,21.3564,68.2444,225.7841,7.7488,10.0,False,NOMINAL,HEALTHY,20.21,-35.14
IMA_LOT00_COMP0008,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0008,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.5202,18.5602,40.1294,78.6731,4.04,8.75,4,44.12,11.6,0.0011,-0.0277,60.89,61.71,14.5202,18.5602,40.1294,78.6731,4.04,10.0,False,NOMINAL,HEALTHY,-46.66,40.03
IMA_LOT00_COMP0009,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0009,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.2405,19.1249,43.414,99.6518,4.8844,13.9,4,42.32,7.74,-0.0139,0.0597,65.92,61.74,14.2405,19.1249,43.414,99.6518,4.8844,10.0,False,NOMINAL,HEALTHY,-42.34,-32.19
IMA_LOT00_COMP0010,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0010,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,15.5496,19.8899,49.8677,121.0724,4.3403,9.8,5,40.65,12.55,0.0174,0.0207,59.89,62.13,15.5496,19.8899,49.8677,121.0724,4.3403,10.0,False,NOMINAL,HEALTHY,30.65,43.18
IMA_LOT00_COMP0011,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0011,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,15.1182,21.1074,58.2679,157.4737,5.9892,13.01,4,40.08,7.78,0.0126,0.0611,61.25,61.68,15.1182,21.1074,58.2679,157.4737,5.9892,10.0,False,NOMINAL,HEALTHY,24.77,-16.5
IMA_LOT00_COMP0012,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0012,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.0307,17.537,35.8538,72.5432,3.5063,13.1,9,42.33,5.89,-0.0288,0.0178,63.71,62.44,14.0307,17.537,35.8538,72.5432,3.5063,10.0,False,NOMINAL,HEALTHY,-20.49,-34.0
IMA_LOT00_COMP0013,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0013,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,15.7569,19.6728,40.7533,82.8098,3.9159,14.99,3,42.73,6.68,-0.0358,-0.0524,61.13,62.13,15.7569,19.6728,40.7533,82.8098,3.9159,10.0,False,NOMINAL,HEALTHY,-5.34,-49.14
IMA_LOT00_COMP0014,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0014,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,15.1189,19.6255,43.0134,100.8977,4.5066,18.97,3,38.84,7.33,0.0015,-0.0132,61.91,61.52,15.1189,19.6255,43.0134,100.8977,4.5066,10.0,False,NOMINAL,HEALTHY,9.34,-19.87
IMA_LOT00_COMP0015,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0015,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.8758,20.7106,49.0939,121.6585,5.8348,9.03,7,41.6,6.68,0.0232,-0.0173,59.98,62.7,14.8758,20.7106,49.0939,121.6585,5.8348,10.0,False,NOMINAL,HEALTHY,-3.52,-23.9
IMA_LOT00_COMP0016,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0016,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,15.3323,19.6508,44.2335,92.859,4.3185,14.19,1,41.71,7.08,0.0405,-0.0334,59.48,61.39,15.3323,19.6508,44.2335,92.859,4.3185,10.0,False,NOMINAL,HEALTHY,-49.6,36.23
IMA_LOT00_COMP0017,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0017,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.3913,19.1968,45.2531,114.8973,4.8055,14.58,3,42.44,7.41,0.0159,0.02,60.12,60.91,14.3913,19.1968,45.2531,114.8973,4.8055,10.0,False,NOMINAL,HEALTHY,33.2,11.66
IMA_LOT00_COMP0018,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0018,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.5752,20.3718,57.042,165.7225,6.7966,12.78,4,41.26,10.35,-0.0254,0.0084,63.4,62.25,13.5752,20.3718,57.042,165.7225,6.7966,10.0,False,NOMINAL,HEALTHY,-47.67,-33.62
IMA_LOT00_COMP0019,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0019,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.5595,20.2388,57.2822,154.871,5.6793,17.62,8,40.15,7.85,-0.03,-0.0482,59.76,62.22,14.5595,20.2388,57.2822,154.871,5.6793,10.0,False,NOMINAL,HEALTHY,5.74,-19.56
IMA_LOT00_COMP0020,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0020,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.3088,21.8171,75.6437,251.398,7.5083,18.5,4,41.54,6.33,-0.0017,-0.018,60.38,62.55,14.3088,21.8171,75.6437,251.398,7.5083,10.0,False,NOMINAL,HEALTHY,-3.61,-21.5
IMA_LOT00_COMP0021,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0021,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.4941,18.9184,40.7993,85.0331,4.4243,13.5,4,42.63,9.0,-0.0225,-0.0613,60.44,62.59,14.4941,18.9184,40.7993,85.0331,4.4243,10.0,False,NOMINAL,HEALTHY,10.31,28.39
IMA_LOT00_COMP0022,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0022,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.3585,19.9157,48.819,124.3224,5.5572,10.33,4,39.4,8.07,0.0412,0.0846,59.61,61.79,14.3585,19.9157,48.819,124.3224,5.5572,10.0,False,NOMINAL,HEALTHY,44.54,28.18
IMA_LOT00_COMP0023,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0023,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,15.7947,23.4636,70.4997,222.6834,7.6689,13.44,6,40.15,9.37,0.0242,0.0147,61.12,62.3,15.7947,23.4636,70.4997,222.6834,7.6689,10.0,False,NOMINAL,HEALTHY,4.22,-41.98
IMA_LOT00_COMP0024,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0024,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,15.9566,20.9677,52.4313,134.9307,5.0111,11.64,4,44.41,9.51,-0.0076,-0.0271,62.2,62.25,15.9566,20.9677,52.4313,134.9307,5.0111,10.0,False,NOMINAL,HEALTHY,0.15,-15.49
IMA_LOT00_COMP0025,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0025,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.6714,20.9624,58.6862,161.043,6.291,11.48,4,42.6,8.08,-0.0254,-0.0391,62.05,62.42,14.6714,20.9624,58.6862,161.043,6.291,10.0,False,NOMINAL,HEALTHY,-40.45,7.1
IMA_LOT00_COMP0026,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0026,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,15.4962,22.4169,71.9401,227.0452,6.9207,9.82,2,44.19,9.36,-0.0217,0.024,63.36,62.38,15.4962,22.4169,71.9401,227.0452,6.9207,10.0,False,NOMINAL,HEALTHY,-30.87,2.52
IMA_LOT00_COMP0027,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0027,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.327,18.3871,119.2901,770.3595,4.0601,9.41,6,41.28,8.21,0.0132,-0.0666,60.93,61.58,14.327,18.3871,119.2901,770.3595,4.0601,10.0,True,THERMAL_RUNAWAY,HEALTHY,23.96,42.27
IMA_LOT00_COMP0028,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0028,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.9829,17.9461,38.3641,80.8272,2.9632,8.51,6,45.09,7.98,-0.0287,-0.0926,58.87,63.05,14.9829,17.9461,38.3641,80.8272,2.9632,10.0,False,NOMINAL,HEALTHY,-22.34,-1.32
IMA_LOT00_COMP0029,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0029,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.6607,22.5458,79.4278,283.1592,7.8851,10.39,5,43.42,6.86,-0.0131,0.0218,61.74,61.32,14.6607,22.5458,79.4278,283.1592,7.8851,10.0,False,NOMINAL,HEALTHY,-43.63,20.79
IMA_LOT00_COMP0030,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0030,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.7577,22.4382,80.6749,294.4802,7.6805,12.06,4,40.71,5.49,0.0098,-0.0425,63.37,62.95,14.7577,22.4382,80.6749,294.4802,7.6805,10.0,False,NOMINAL,HEALTHY,-5.05,41.18
IMA_LOT00_COMP0031,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0031,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.7571,20.4868,54.9499,159.2257,6.7297,8.19,2,35.7,8.21,0.0082,0.0046,63.08,61.52,13.7571,20.4868,54.9499,159.2257,6.7297,10.0,False,NOMINAL,HEALTHY,33.06,12.36
IMA_LOT00_COMP0032,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0032,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.2367,18.6235,43.887,103.967,4.3868,13.71,6,42.23,9.43,-0.0018,-0.0358,60.29,62.28,14.2367,18.6235,43.887,103.967,4.3868,10.0,False,NOMINAL,HEALTHY,-3.24,44.76
IMA_LOT00_COMP0033,LOT_00,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T00_0033,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.5759,18.8857,42.755,97.4394,4.3098,12.99,6,40.51,10.6,-0.0108,-0.0566,59.68,62.23,14.5759,18.8857,42.755,97.4394,4.3098,10.0,False,NOMINAL,HEALTHY,-10.0,-38.29
