component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
PRE_LOT04_COMP0000,LOT_04,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T04_0000,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,10.0216,4296.0811,4296.6078,4297.0159,4286.0595,-0.0354,-0.0221,33.61,33.14,10.0216,4296.0811,4296.6078,4297.0159,4286.0595,100.0,False,NOMINAL,HEALTHY,25.59,43.39
PRE_LOT04_COMP0001,LOT_04,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T04_0001,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,14.8603,6368.9511,6369.6371,6370.1657,6354.0908,0.0069,-0.0176,37.02,37.79,14.8603,6368.9511,6369.6371,6370.1657,6354.0908,100.0,False,NOMINAL,HEALTHY,1.11,26.04
PRE_LOT04_COMP0002,LOT_04,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T04_0002,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,13.1502,5637.1661,5637.7699,5638.2069,5624.0159,0.0216,0.1106,31.55,32.0,13.1502,5637.1661,5637.7699,5638.2069,5624.0159,100.0,False,NOMINAL,HEALTHY,-44.65,-13.1
PRE_LOT04_COMP0003,LOT_04,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T04_0003,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,14.7244,6321.0844,6321.7626,6322.3886,6306.36,0.0274,0.015,35.32,34.96,14.7244,6321.0844,6321.7626,6322.3886,6306.36,100.0,False,NOMINAL,HEALTHY,-32.09,13.97
PRE_LOT04_COMP0004,LOT_04,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T04_0004,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,16.8706,7235.4485,7236.3442,7236.932,7218.5779,0.0027,0.0684,33.32,32.97,16.8706,7235.4485,7236.3442,7236.932,7218.5779,100.0,False,NOMINAL,HEALTHY,12.36,28.57
PRE_LOT04_COMP0005,LOT_04,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T04_0005,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,11.9519,5130.1113,5130.6495,5131.041,5118.1594,-0.0284,-0.0522,35.33,35.05,11.9519,5130.1113,5130.6495,5131.041,5118.1594,100.0,False,NOMINAL,HEALTHY,44.95,-33.94
PRE_LOT04_COMP0006,LOT_04,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T04_0006,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,10.7553,4609.9005,4610.3988,4610.8792,4599.1452,0.017,0.0216,36.37,36.21,10.7553,4609.9005,4610.3988,4610.8792,4599.1452,100.0,False,NOMINAL,HEALTHY,-18.92,-23.65
PRE_LOT04_COMP0007,LOT_04,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T04_0007,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,13.2536,5685.9815,5686.6287,5687.1592,5672.7279,0.0333,0.0913,34.9,34.6,13.2536,5685.9815,5686.6287,5687.1592,5672.7279,100.0,False,NOMINAL,HEALTHY,25.71,-4.33
PRE_LOT04_COMP0008,LOT_04,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T04_0008,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,14.1106,6057.9188,6058.6532,6059.2037,6043.8082,-0.0463,-0.1145,37.19,37.76,14.1106,6057.9188,6058.6532,6059.2037,6043.8082,100.0,False,NOMINAL,HEALTHY,-49.17,-49.74
PRE_LOT04_COMP0009,LOT_04,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T04_0009,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,14.8233,6355.8494,6356.5334,6357.0876,6341.0261,-0.023,-0.0961,36.61,35.9,14.8233,6355.8494,6356.5334,6357.0876,6341.0261,100.0,False,NOMINAL,HEALTHY,49.32,49.82
