component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
MIX_LOT05_COMP0000,LOT_05,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T05_0000,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.5164,1155.8119,1155.9029,1155.9738,1154.2955,0.0007,0.0339,34.52,34.82,1.5164,1155.8119,1155.9029,1155.9738,1154.2955,75.0,False,NOMINAL,HEALTHY,8.71,-39.45
MIX_LOT05_COMP0001,LOT_05,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T05_0001,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.7491,1335.6795,1335.7699,1335.8547,1333.9304,0.0315,0.0498,33.83,34.44,1.7491,1335.6795,1335.7699,1335.8547,1333.9304,75.0,False,NOMINAL,HEALTHY,-11.58,45.27
MIX_LOT05_COMP0002,LOT_05,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T05_0002,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.7747,1384.7307,1384.823,1384.8617,1382.956,0.0049,-0.0491,37.1,36.51,1.7747,1384.7307,1384.823,1384.8617,1382.956,75.0,False,NOMINAL,HEALTHY,13.63,-49.12
MIX_LOT05_COMP0003,LOT_05,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T05_0003,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.4842,1891.7837,1891.9747,1892.0284,1889.2995,-0.0212,-0.0415,34.04,34.14,2.4842,1891.7837,1891.9747,1892.0284,1889.2995,75.0,False,NOMINAL,HEALTHY,-7.27,38.5
MIX_LOT05_COMP0004,LOT_05,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T05_0004,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.6096,1241.2193,1241.3031,1241.412,1239.6097,0.0106,0.0365,35.79,36.35,1.6096,1241.2193,1241.3031,1241.412,1239.6097,75.0,False,NOMINAL,HEALTHY,20.26,35.23
MIX_LOT05_COMP0005,LOT_05,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T05_0005,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.7988,1387.1301,1387.2127,1387.3887,1385.3313,-0.0112,0.0499,34.91,34.53,1.7988,1387.1301,1387.2127,1387.3887,1385.3313,75.0,False,NOMINAL,HEALTHY,23.07,30.01
MIX_LOT05_COMP0006,LOT_05,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T05_0006,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.0152,1554.1647,1554.276,1554.3206,1552.1495,0.0175,0.0149,36.48,36.9,2.0152,1554.1647,1554.276,1554.3206,1552.1495,75.0,False,NOMINAL,HEALTHY,49.06,32.44
MIX_LOT05_COMP0007,LOT_05,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T05_0007,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.8062,1395.8554,1396.003,1396.0255,1394.0492,-0.018,-0.0045,34.38,34.37,1.8062,1395.8554,1396.003,1396.0255,1394.0492,75.0,False,NOMINAL,HEALTHY,-5.93,29.41
MIX_LOT05_COMP0008,LOT_05,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T05_0008,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.9484,1506.2575,1506.3831,1506.3568,1504.3091,0.0125,0.0557,35.39,35.93,1.9484,1506.2575,1506.3831,1506.3568,1504.3091,75.0,False,NOMINAL,HEALTHY,-12.92,-17.61
MIX_LOT05_COMP0009,LOT_05,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T05_0009,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.7488,1356.2588,1358.3425,1366.6602,1354.51,-0.0247,-0.0771,35.96,36.33,1.7488,1356.2588,1358.3425,1366.6602,1354.51,75.0,True,ELECTROMIGRATION,HEALTHY,22.24,-20.92
