component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,ICC_active_mA,input_leakage_nA,propagation_delay_ns,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
DIG_LOT00_COMP0000,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0000,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4423,1130.8356,1132.6715,1140.1698,1129.3933,27.834,2.0398,13.698,-0.0137,-0.0276,36.34,36.79,1.4423,1130.8356,1132.6715,1140.1698,1129.3933,50.0,True,ELECTROMIGRATION,HEALTHY,-47.41,16.06
DIG_LOT00_COMP0001,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0001,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4222,1123.4837,1123.5843,1123.6028,1122.0615,26.392,2.0366,12.191,0.0102,0.0129,34.3,34.58,1.4222,1123.4837,1123.5843,1123.6028,1122.0615,50.0,False,NOMINAL,HEALTHY,-43.47,15.57
DIG_LOT00_COMP0002,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0002,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.0335,799.607,799.6677,799.7656,798.5735,24.919,2.294,13.183,-0.0012,-0.0257,34.63,35.06,1.0335,799.607,799.6677,799.7656,798.5735,50.0,False,NOMINAL,HEALTHY,41.77,19.76
DIG_LOT00_COMP0003,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0003,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2756,988.3986,988.4606,988.473,987.123,26.866,1.6829,11.854,-0.0102,0.0387,36.72,36.17,1.2756,988.3986,988.4606,988.473,987.123,50.0,False,NOMINAL,HEALTHY,-21.27,24.83
DIG_LOT00_COMP0004,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0004,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4175,1092.6773,1092.7993,1092.8289,1091.2598,25.147,2.1138,11.535,0.0177,-0.0239,33.81,33.29,1.4175,1092.6773,1092.7993,1092.8289,1091.2598,50.0,False,NOMINAL,HEALTHY,-2.88,28.9
DIG_LOT00_COMP0005,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0005,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.5064,1158.1542,1158.2331,1158.3263,1156.6478,26.354,1.9335,11.336,0.007,-0.0192,34.58,33.9,1.5064,1158.1542,1158.2331,1158.3263,1156.6478,50.0,False,NOMINAL,HEALTHY,12.49,-28.3
DIG_LOT00_COMP0006,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0006,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4337,1091.7101,1091.8183,1091.8104,1090.2764,25.203,1.6779,12.726,-0.0104,0.0502,33.48,33.8,1.4337,1091.7101,1091.8183,1091.8104,1090.2764,50.0,False,NOMINAL,HEALTHY,-48.28,28.84
DIG_LOT00_COMP0007,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0007,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3387,1029.1692,1029.2527,1029.3368,1027.8305,29.004,1.7631,13.53,0.0237,-0.0252,35.74,35.93,1.3387,1029.1692,1029.2527,1029.3368,1027.8305,50.0,False,NOMINAL,HEALTHY,43.42,-34.59
DIG_LOT00_COMP0008,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0008,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4318,1087.9773,1088.033,1088.1476,1086.5455,27.426,1.8578,12.735,-0.0237,0.017,33.52,33.16,1.4318,1087.9773,1088.033,1088.1476,1086.5455,50.0,False,NOMINAL,HEALTHY,14.37,-8.77
DIG_LOT00_COMP0009,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0009,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.5942,1232.3642,1232.3869,1232.4979,1230.77,24.242,1.5108,11.354,0.0023,0.0554,35.82,35.8,1.5942,1232.3642,1232.3869,1232.4979,1230.77,50.0,False,NOMINAL,HEALTHY,-22.47,-47.7
DIG_LOT00_COMP0010,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0010,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.5035,1135.8413,1135.9028,1136.0164,1134.3378,27.427,1.9779,14.97,0.0328,0.0485,33.61,33.97,1.5035,1135.8413,1135.9028,1136.0164,1134.3378,50.0,False,NOMINAL,HEALTHY,0.42,-1.65
DIG_LOT00_COMP0011,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0011,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.1229,859.3703,859.4345,859.4808,858.2474,23.974,1.7364,11.758,0.0224,0.0232,32.49,32.03,1.1229,859.3703,859.4345,859.4808,858.2474,50.0,False,NOMINAL,HEALTHY,-20.9,-49.02
DIG_LOT00_COMP0012,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0012,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.6224,1243.2951,1243.3775,1243.4309,1241.6727,24.652,2.2196,11.849,0.0171,-0.0396,37.87,37.54,1.6224,1243.2951,1243.3775,1243.4309,1241.6727,50.0,False,NOMINAL,HEALTHY,0.73,49.93
DIG_LOT00_COMP0013,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0013,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2266,922.1406,922.1934,922.2519,920.914,22.836,2.2411,13.656,0.0071,-0.0109,33.64,33.8,1.2266,922.1406,922.1934,922.2519,920.914,50.0,False,NOMINAL,HEALTHY,20.76,-37.13
DIG_LOT00_COMP0014,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0014,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4851,1161.3248,1161.4011,1161.4742,1159.8397,25.963,2.5488,14.285,-0.0102,0.063,35.05,35.35,1.4851,1161.3248,1161.4011,1161.4742,1159.8397,50.0,False,NOMINAL,HEALTHY,-8.55,39.51
DIG_LOT00_COMP0015,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0015,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2732,977.8066,977.9387,977.9716,976.5334,26.112,2.245,13.343,0.0146,0.0297,32.63,33.09,1.2732,977.8066,977.9387,977.9716,976.5334,50.0,False,NOMINAL,HEALTHY,41.35,-34.82
DIG_LOT00_COMP0016,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0016,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4566,1102.4898,1102.6385,1102.6325,1101.0332,26.453,1.6134,12.621,-0.0445,0.01,33.9,33.73,1.4566,1102.4898,1102.6385,1102.6325,1101.0332,50.0,False,NOMINAL,HEALTHY,-11.96,49.59
DIG_LOT00_COMP0017,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0017,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.6637,1263.9654,1264.0684,1264.1415,1262.3017,23.914,1.9507,13.567,0.0395,0.029,34.52,34.11,1.6637,1263.9654,1264.0684,1264.1415,1262.3017,50.0,False,NOMINAL,HEALTHY,19.5,10.22
DIG_LOT00_COMP0018,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0018,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4565,1123.2737,1123.3795,1123.4477,1121.8172,26.038,2.3001,11.738,-0.0083,-0.0566,34.35,34.6,1.4565,1123.2737,1123.3795,1123.4477,1121.8172,50.0,False,NOMINAL,HEALTHY,43.97,37.41
DIG_LOT00_COMP0019,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0019,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4139,1084.3023,1084.3725,1084.3826,1082.8884,23.83,2.2805,11.842,-0.0205,-0.0385,33.1,33.23,1.4139,1084.3023,1084.3725,1084.3826,1082.8884,50.0,False,NOMINAL,HEALTHY,-42.51,-9.23
DIG_LOT00_COMP0020,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0020,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3889,1091.4348,1091.5733,1091.5892,1090.0459,23.793,2.266,12.912,0.0086,0.0237,34.11,33.58,1.3889,1091.4348,1091.5733,1091.5892,1090.0459,50.0,False,NOMINAL,HEALTHY,25.24,-40.24
DIG_LOT00_COMP0021,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0021,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.5244,1170.6034,1170.6997,1170.7583,1169.079,24.085,2.7445,11.746,-0.016,-0.1072,34.23,33.46,1.5244,1170.6034,1170.6997,1170.7583,1169.079,50.0,False,NOMINAL,HEALTHY,-16.05,-9.37
DIG_LOT00_COMP0022,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0022,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.089,842.085,842.1178,842.1396,840.996,24.021,1.7171,12.781,0.0032,-0.0635,33.36,34.08,1.089,842.085,842.1178,842.1396,840.996,50.0,False,NOMINAL,HEALTHY,21.64,-9.42
DIG_LOT00_COMP0023,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0023,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2883,1018.7009,1018.7873,1018.8125,1017.4126,25.404,1.7499,12.658,0.0243,0.0224,33.79,33.31,1.2883,1018.7009,1018.7873,1018.8125,1017.4126,50.0,False,NOMINAL,HEALTHY,-39.35,-15.27
DIG_LOT00_COMP0024,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0024,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4746,1131.2039,1131.2893,1131.2813,1129.7293,25.431,2.5687,12.329,-0.0336,-0.0474,32.71,32.71,1.4746,1131.2039,1131.2893,1131.2813,1129.7293,50.0,False,NOMINAL,HEALTHY,-43.93,-17.41
DIG_LOT00_COMP0025,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0025,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3518,1019.554,1019.6464,1019.6535,1018.2022,25.033,2.0889,12.609,0.0079,0.0835,35.4,35.82,1.3518,1019.554,1019.6464,1019.6535,1018.2022,50.0,False,NOMINAL,HEALTHY,9.7,21.07
DIG_LOT00_COMP0026,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0026,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.5805,1213.8789,1214.0026,1214.068,1212.2984,22.998,1.9452,12.525,-0.0259,-0.056,35.32,36.39,1.5805,1213.8789,1214.0026,1214.068,1212.2984,50.0,False,NOMINAL,HEALTHY,-4.22,-41.0
DIG_LOT00_COMP0027,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0027,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3206,1038.721,1038.8099,1038.8337,1037.4004,26.135,1.5873,12.395,-0.0005,-0.0701,34.56,35.0,1.3206,1038.721,1038.8099,1038.8337,1037.4004,50.0,False,NOMINAL,HEALTHY,-42.18,33.09
DIG_LOT00_COMP0028,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0028,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3445,1022.579,1022.6421,1022.6624,1021.2345,27.403,2.3993,14.123,0.0353,-0.0155,34.29,33.45,1.3445,1022.579,1022.6421,1022.6624,1021.2345,50.0,False,NOMINAL,HEALTHY,31.83,3.97
DIG_LOT00_COMP0029,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0029,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4601,1117.5558,1117.65,1117.7232,1116.0957,23.956,1.6713,13.169,-0.0077,-0.0085,35.27,35.21,1.4601,1117.5558,1117.65,1117.7232,1116.0957,50.0,False,NOMINAL,HEALTHY,47.93,-41.6
DIG_LOT00_COMP0030,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0030,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,0.9799,739.676,739.7893,739.7827,738.6961,25.062,2.0745,12.258,-0.0348,-0.0533,34.5,34.44,0.9799,739.676,739.7893,739.7827,738.6961,50.0,False,NOMINAL,HEALTHY,30.79,-37.19
DIG_LOT00_COMP0031,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0031,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.1827,923.6936,923.7778,923.8505,922.5109,25.511,1.668,13.406,-0.0089,-0.1029,36.41,36.85,1.1827,923.6936,923.7778,923.8505,922.5109,50.0,False,NOMINAL,HEALTHY,1.59,39.12
DIG_LOT00_COMP0032,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0032,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4135,1082.9466,1083.0172,1083.119,1081.5331,27.582,1.1684,11.726,0.0259,-0.0579,34.73,35.41,1.4135,1082.9466,1083.0172,1083.119,1081.5331,50.0,False,NOMINAL,HEALTHY,46.34,38.05
DIG_LOT00_COMP0033,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0033,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3825,1070.7048,1070.8011,1070.8082,1069.3223,25.498,2.3291,11.527,0.0109,0.0748,33.25,33.2,1.3825,1070.7048,1070.8011,1070.8082,1069.3223,50.0,False,NOMINAL,HEALTHY,-42.3,-19.15
DIG_LOT00_COMP0034,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0034,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2949,993.0321,993.1359,993.1815,991.7372,25.833,2.6186,12.185,0.0076,0.0484,33.6,34.6,1.2949,993.0321,993.1359,993.1815,991.7372,50.0,False,NOMINAL,HEALTHY,46.89,31.39
DIG_LOT00_COMP0035,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0035,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.1689,908.7925,908.8748,908.9005,907.6236,27.587,1.8323,12.35,-0.0272,-0.0455,36.11,36.34,1.1689,908.7925,908.8748,908.9005,907.6236,50.0,False,NOMINAL,HEALTHY,2.04,-13.53
DIG_LOT00_COMP0036,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0036,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2153,932.4901,932.5827,932.6712,931.2748,23.566,1.8958,12.77,-0.0055,-0.0838,32.91,33.17,1.2153,932.4901,932.5827,932.6712,931.2748,50.0,False,NOMINAL,HEALTHY,-23.4,-40.18
DIG_LOT00_COMP0037,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0037,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3438,1034.5131,1034.5889,1034.6387,1033.1693,23.936,1.9175,12.57,-0.031,0.0076,36.47,35.99,1.3438,1034.5131,1034.5889,1034.6387,1033.1693,50.0,False,NOMINAL,HEALTHY,-0.19,22.33
DIG_LOT00_COMP0038,LOT_00,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T00_0038,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2477,960.8738,960.9336,960.9769,959.6261,23.814,1.8003,13.158,0.0096,-0.0041,37.62,37.24,1.2477,960.8738,960.9336,960.9769,959.6261,50.0,False,NOMINAL,HEALTHY,-48.0,23.75
