component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
MIX_LOT00_COMP0000,LOT_00,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T00_0000,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.9531,1513.3767,1513.4835,1513.5362,1511.4236,0.0137,0.0907,34.69,35.24,1.9531,1513.3767,1513.4835,1513.5362,1511.4236,75.0,False,NOMINAL,HEALTHY,7.26,16.63
MIX_LOT00_COMP0001,LOT_00,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T00_0001,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.5401,1932.7924,1932.9956,1933.0458,1930.2523,0.0237,0.0013,34.59,35.35,2.5401,1932.7924,1932.9956,1933.0458,1930.2523,75.0,False,NOMINAL,HEALTHY,-32.14,22.3
MIX_LOT00_COMP0002,LOT_00,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T00_0002,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.6098,2006.5983,2006.8044,2006.8251,2003.9885,0.0217,-0.0205,34.62,34.22,2.6098,2006.5983,2006.8044,2006.8251,2003.9885,75.0,False,NOMINAL,HEALTHY,-29.83,-26.13
MIX_LOT00_COMP0003,LOT_00,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T00_0003,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.2168,1722.6916,1722.8796,1722.9109,1720.4748,0.0014,0.0268,37.8,37.66,2.2168,1722.6916,1722.8796,1722.9109,1720.4748,75.0,False,NOMINAL,HEALTHY,40.16,39.67
MIX_LOT00_COMP0004,LOT_00,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T00_0004,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.0938,1602.3425,1602.5048,1602.5384,1600.2487,-0.0222,-0.0025,36.21,35.76,2.0938,1602.3425,1602.5048,1602.5384,1600.2487,75.0,False,NOMINAL,HEALTHY,-4.57,0.68
MIX_LOT00_COMP0005,LOT_00,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T00_0005,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.1217,1627.6282,1627.7823,1627.8343,1625.5065,0.0345,-0.0056,36.99,36.73,2.1217,1627.6282,1627.7823,1627.8343,1625.5065,75.0,False,NOMINAL,HEALTHY,31.99,43.23
MIX_LOT00_COMP0006,LOT_00,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T00_0006,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.8572,1427.9774,1428.0915,1428.1919,1426.1202,0.0406,0.0379,35.0,34.91,1.8572,1427.9774,1428.0915,1428.1919,1426.1202,75.0,False,NOMINAL,HEALTHY,-7.64,22.82
MIX_LOT00_COMP0007,LOT_00,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T00_0007,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.3711,1843.6872,1843.8324,1843.9353,1841.3161,0.0272,0.0466,32.25,31.9,2.3711,1843.6872,1843.8324,1843.9353,1841.3161,75.0,False,NOMINAL,HEALTHY,-24.33,-25.5
MIX_LOT00_COMP0008,LOT_00,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T00_0008,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.202,1701.2016,1709.7899,1859.7255,1698.9996,-0.0161,-0.1523,34.93,34.53,2.202,1701.2016,1709.7899,1859.7255,1698.9996,75.0,True,THERMAL_RUNAWAY,HEALTHY,10.87,41.64
MIX_LOT00_COMP0009,LOT_00,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T00_0009,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.493,1912.3468,1912.5027,1912.5968,1909.8538,0.0036,-0.0049,34.98,34.83,2.493,1912.3468,1912.5027,1912.5968,1909.8538,75.0,False,NOMINAL,HEALTHY,-35.9,-0.38
MIX_LOT00_COMP0010,LOT_00,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T00_0010,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.387,1853.3743,1853.5629,1853.5611,1850.9873,-0.0041,0.0337,33.37,33.04,2.387,1853.3743,1853.5629,1853.5611,1850.9873,75.0,False,NOMINAL,HEALTHY,-41.24,31.53
MIX_LOT00_COMP0011,LOT_00,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T00_0011,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.0442,1575.9097,1576.0657,1576.1044,1573.8655,0.0088,-0.0585,35.37,35.89,2.0442,1575.9097,1576.0657,1576.1044,1573.8655,75.0,False,NOMINAL,HEALTHY,47.03,14.75
