component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,ICC_active_mA,input_leakage_nA,propagation_delay_ns,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
DIG_LOT04_COMP0000,LOT_04,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T04_0000,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4161,1088.9947,1089.0038,1089.1417,1087.5786,26.857,1.7265,11.393,-0.0059,-0.0184,36.01,34.83,1.4161,1088.9947,1089.0038,1089.1417,1087.5786,50.0,False,NOMINAL,HEALTHY,-23.72,22.34
DIG_LOT04_COMP0001,LOT_04,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T04_0001,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4377,1114.2378,1114.3092,1114.3639,1112.8001,24.097,1.3338,13.049,0.012,0.0017,34.44,33.99,1.4377,1114.2378,1114.3092,1114.3639,1112.8001,50.0,False,NOMINAL,HEALTHY,-43.26,41.63
DIG_LOT04_COMP0002,LOT_04,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T04_0002,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2868,992.1196,992.2234,992.27,990.8328,26.038,2.2832,12.73,-0.0116,-0.0053,34.97,35.08,1.2868,992.1196,992.2234,992.27,990.8328,50.0,False,NOMINAL,HEALTHY,-2.11,10.68
DIG_LOT04_COMP0003,LOT_04,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T04_0003,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.6777,1287.441,1287.5276,1287.6214,1285.7633,26.572,1.5898,12.544,0.0231,0.0662,31.64,31.58,1.6777,1287.441,1287.5276,1287.6214,1285.7633,50.0,False,NOMINAL,HEALTHY,31.15,-6.81
DIG_LOT04_COMP0004,LOT_04,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T04_0004,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3112,1016.6681,1016.7184,1016.8146,1015.3569,25.948,1.7062,13.308,0.0242,0.1308,34.3,34.54,1.3112,1016.6681,1016.7184,1016.8146,1015.3569,50.0,False,NOMINAL,HEALTHY,32.15,27.77
DIG_LOT04_COMP0005,LOT_04,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T04_0005,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3536,1062.2546,1062.305,1062.4387,1060.901,26.496,2.1463,10.768,-0.0214,0.0028,35.73,35.24,1.3536,1062.2546,1062.305,1062.4387,1060.901,50.0,False,NOMINAL,HEALTHY,15.95,6.26
DIG_LOT04_COMP0006,LOT_04,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T04_0006,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2259,947.8947,947.9959,948.0043,946.6688,26.95,2.0029,13.307,0.0048,0.0118,34.07,34.01,1.2259,947.8947,947.9959,948.0043,946.6688,50.0,False,NOMINAL,HEALTHY,-16.76,-9.97
DIG_LOT04_COMP0007,LOT_04,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T04_0007,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.6687,1282.7021,1282.7516,1282.825,1281.0334,28.269,2.2183,12.096,-0.0286,-0.0359,36.0,35.72,1.6687,1282.7021,1282.7516,1282.825,1281.0334,50.0,False,NOMINAL,HEALTHY,-28.1,27.87
DIG_LOT04_COMP0008,LOT_04,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T04_0008,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2273,929.8932,929.9626,929.9481,928.6659,26.678,2.7556,12.734,-0.0007,0.0636,35.73,35.57,1.2273,929.8932,929.9626,929.9481,928.6659,50.0,False,NOMINAL,HEALTHY,-3.25,-44.67
DIG_LOT04_COMP0009,LOT_04,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T04_0009,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3924,1077.5117,1077.5891,1077.6463,1076.1193,24.537,2.4082,13.026,0.0008,0.1402,34.29,34.58,1.3924,1077.5117,1077.5891,1077.6463,1076.1193,50.0,False,NOMINAL,HEALTHY,5.84,-48.37
DIG_LOT04_COMP0010,LOT_04,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T04_0010,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2638,970.3323,970.4686,970.5308,969.0685,25.955,1.0279,13.662,-0.012,-0.0135,36.18,35.2,1.2638,970.3323,970.4686,970.5308,969.0685,50.0,False,NOMINAL,HEALTHY,13.53,-22.61
DIG_LOT04_COMP0011,LOT_04,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T04_0011,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4624,1121.0937,1121.1912,1121.2776,1119.6313,22.927,1.901,12.82,0.0062,-0.0116,33.73,34.06,1.4624,1121.0937,1121.1912,1121.2776,1119.6313,50.0,False,NOMINAL,HEALTHY,46.65,1.26
