component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,ICC_active_mA,input_leakage_nA,propagation_delay_ns,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
DIG_LOT11_COMP0000,LOT_11,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T11_0000,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2325,942.0332,942.0745,942.1566,940.8007,25.561,2.3551,13.193,-0.0255,0.0389,33.52,34.01,1.2325,942.0332,942.0745,942.1566,940.8007,50.0,False,NOMINAL,HEALTHY,-39.26,18.99
DIG_LOT11_COMP0001,LOT_11,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T11_0001,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.1556,881.7962,881.8816,881.836,880.6406,24.395,2.0037,12.837,-0.0126,-0.0117,32.55,32.6,1.1556,881.7962,881.8816,881.836,880.6406,50.0,False,NOMINAL,HEALTHY,45.24,-32.75
DIG_LOT11_COMP0002,LOT_11,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T11_0002,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2263,954.1444,955.5635,961.4481,952.9181,25.109,2.577,12.799,0.0036,-0.0445,34.21,34.38,1.2263,954.1444,955.5635,961.4481,952.9181,50.0,True,ELECTROMIGRATION,HEALTHY,-15.15,23.92
DIG_LOT11_COMP0003,LOT_11,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T11_0003,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3633,1043.0667,1043.1806,1043.1734,1041.7034,25.135,2.4777,11.691,-0.0444,-0.0735,34.27,34.13,1.3633,1043.0667,1043.1806,1043.1734,1041.7034,50.0,False,NOMINAL,HEALTHY,-20.56,-12.06
DIG_LOT11_COMP0004,LOT_11,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T11_0004,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3287,1022.1764,1022.3154,1022.3548,1020.8477,24.549,2.5438,13.379,0.0213,0.0333,37.3,37.46,1.3287,1022.1764,1022.3154,1022.3548,1020.8477,50.0,False,NOMINAL,HEALTHY,-40.84,34.74
DIG_LOT11_COMP0005,LOT_11,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T11_0005,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2219,959.096,959.2013,959.2155,957.8741,24.647,1.9407,12.942,0.0442,0.0147,34.61,34.82,1.2219,959.096,959.2013,959.2155,957.8741,50.0,False,NOMINAL,HEALTHY,14.28,-43.69
DIG_LOT11_COMP0006,LOT_11,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T11_0006,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4442,1108.0971,1108.1487,1108.1759,1106.6529,25.518,1.7634,13.193,-0.0371,-0.0354,36.35,37.29,1.4442,1108.0971,1108.1487,1108.1759,1106.6529,50.0,False,NOMINAL,HEALTHY,-11.04,-27.24
DIG_LOT11_COMP0007,LOT_11,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T11_0007,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2129,929.7235,929.7732,929.8283,928.5106,24.468,1.8803,12.727,0.021,0.0628,34.73,35.4,1.2129,929.7235,929.7732,929.8283,928.5106,50.0,False,NOMINAL,HEALTHY,24.82,-29.7
DIG_LOT11_COMP0008,LOT_11,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T11_0008,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.0989,849.6543,849.7654,849.794,848.5554,25.752,1.5294,11.906,-0.0389,0.0072,34.98,34.92,1.0989,849.6543,849.7654,849.794,848.5554,50.0,False,NOMINAL,HEALTHY,-8.59,-12.06
DIG_LOT11_COMP0009,LOT_11,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T11_0009,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.1572,907.3764,907.466,907.4718,906.2192,22.471,1.7099,13.519,-0.0121,-0.0288,33.33,33.22,1.1572,907.3764,907.466,907.4718,906.2192,50.0,False,NOMINAL,HEALTHY,15.98,-36.05
