component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
PRE_LOT00_COMP0000,LOT_00,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T00_0000,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,15.928,6831.5732,6832.3169,6832.8104,6815.6452,-0.0042,-0.0984,32.25,31.71,15.928,6831.5732,6832.3169,6832.8104,6815.6452,100.0,False,NOMINAL,HEALTHY,-17.02,-19.44
PRE_LOT00_COMP0001,LOT_00,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T00_0001,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,17.52,7511.219,7512.0861,7512.7901,7493.699,-0.0301,-0.0184,35.77,35.47,17.52,7511.219,7512.0861,7512.7901,7493.699,100.0,False,NOMINAL,HEALTHY,-22.01,-23.67
PRE_LOT00_COMP0002,LOT_00,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T00_0002,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,11.4216,4902.0955,4902.6278,4902.9803,4890.6739,0.0128,-0.0962,35.89,35.34,11.4216,4902.0955,4902.6278,4902.9803,4890.6739,100.0,False,NOMINAL,HEALTHY,27.14,33.29
PRE_LOT00_COMP0003,LOT_00,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T00_0003,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,15.8621,6785.9196,6786.7157,6787.2857,6770.0575,0.0276,-0.0156,33.03,33.17,15.8621,6785.9196,6786.7157,6787.2857,6770.0575,100.0,False,NOMINAL,HEALTHY,-10.02,-34.99
PRE_LOT00_COMP0004,LOT_00,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T00_0004,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,13.648,5846.0674,5846.7584,5847.2239,5832.4194,0.0162,0.0404,31.97,32.01,13.648,5846.0674,5846.7584,5847.2239,5832.4194,100.0,False,NOMINAL,HEALTHY,19.95,-1.05
PRE_LOT00_COMP0005,LOT_00,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T00_0005,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,17.076,7312.3862,7313.1907,7313.8223,7295.3102,-0.0207,0.0232,34.23,33.86,17.076,7312.3862,7313.1907,7313.8223,7295.3102,100.0,False,NOMINAL,HEALTHY,42.49,-17.21
PRE_LOT00_COMP0006,LOT_00,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T00_0006,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,16.1117,6910.5677,6911.388,6912.0331,6894.456,0.0106,0.022,34.82,34.16,16.1117,6910.5677,6911.388,6912.0331,6894.456,100.0,False,NOMINAL,HEALTHY,-39.65,34.47
PRE_LOT00_COMP0007,LOT_00,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T00_0007,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,16.6801,7166.6906,7167.5432,7168.1908,7150.0105,0.0363,0.0952,33.94,33.99,16.6801,7166.6906,7167.5432,7168.1908,7150.0105,100.0,False,NOMINAL,HEALTHY,6.19,32.22
PRE_LOT00_COMP0008,LOT_00,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T00_0008,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,17.1153,7338.2951,7339.0848,7339.6606,7321.1798,0.0068,-0.051,34.82,34.17,17.1153,7338.2951,7339.0848,7339.6606,7321.1798,100.0,False,NOMINAL,HEALTHY,11.68,32.03
PRE_LOT00_COMP0009,LOT_00,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T00_0009,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,14.5569,6241.9692,6242.5943,6243.0337,6227.4123,-0.0063,0.0186,34.35,33.68,14.5569,6241.9692,6242.5943,6243.0337,6227.4123,100.0,False,NOMINAL,HEALTHY,25.59,40.04
PRE_LOT00_COMP0010,LOT_00,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T00_0010,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,17.1646,7354.3674,7355.2329,7355.9023,7337.2028,-0.0287,0.0171,37.12,37.05,17.1646,7354.3674,7355.2329,7355.9023,7337.2028,100.0,False,NOMINAL,HEALTHY,26.69,-31.07
