component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
MIX_LOT03_COMP0000,LOT_03,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T03_0000,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.8843,1448.6031,1448.6375,1448.6962,1446.7188,0.0059,-0.0853,34.44,34.83,1.8843,1448.6031,1448.6375,1448.6962,1446.7188,75.0,False,NOMINAL,HEALTHY,-7.43,-8.84
MIX_LOT03_COMP0001,LOT_03,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T03_0001,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.9681,1504.5693,1504.6969,1504.7646,1502.6012,0.041,0.0319,34.83,34.08,1.9681,1504.5693,1504.6969,1504.7646,1502.6012,75.0,False,NOMINAL,HEALTHY,-45.38,-14.01
MIX_LOT03_COMP0002,LOT_03,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T03_0002,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.7431,1345.3003,1345.4004,1345.4202,1343.5572,-0.0239,-0.0562,34.97,36.26,1.7431,1345.3003,1345.4004,1345.4202,1343.5572,75.0,False,NOMINAL,HEALTHY,-13.66,-23.7
MIX_LOT03_COMP0003,LOT_03,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T03_0003,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.13,1637.6477,1637.7551,1637.8364,1635.5177,0.0164,-0.0675,34.99,34.68,2.13,1637.6477,1637.7551,1637.8364,1635.5177,75.0,False,NOMINAL,HEALTHY,12.05,-10.25
MIX_LOT03_COMP0004,LOT_03,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T03_0004,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.9685,1511.7919,1511.9231,1511.9649,1509.8234,-0.0053,-0.0417,36.58,36.67,1.9685,1511.7919,1511.9231,1511.9649,1509.8234,75.0,False,NOMINAL,HEALTHY,-22.26,41.53
MIX_LOT03_COMP0005,LOT_03,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T03_0005,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.6792,1281.9485,1281.985,1282.0713,1280.2693,-0.0138,-0.0846,33.51,33.64,1.6792,1281.9485,1281.985,1282.0713,1280.2693,75.0,False,NOMINAL,HEALTHY,49.01,-47.03
MIX_LOT03_COMP0006,LOT_03,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T03_0006,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.1318,1650.8314,1650.946,1651.0354,1648.6996,-0.0426,-0.0068,32.9,33.51,2.1318,1650.8314,1650.946,1651.0354,1648.6996,75.0,False,NOMINAL,HEALTHY,11.79,-9.95
MIX_LOT03_COMP0007,LOT_03,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T03_0007,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.8197,1401.8566,1401.9618,1402.0448,1400.0369,0.0244,-0.0269,35.56,36.05,1.8197,1401.8566,1401.9618,1402.0448,1400.0369,75.0,False,NOMINAL,HEALTHY,22.58,30.07
MIX_LOT03_COMP0008,LOT_03,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T03_0008,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.8943,1461.7036,1461.8219,1461.9193,1459.8093,0.0118,-0.0042,35.93,35.51,1.8943,1461.7036,1461.8219,1461.9193,1459.8093,75.0,False,NOMINAL,HEALTHY,-35.69,-36.08
MIX_LOT03_COMP0009,LOT_03,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T03_0009,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.2608,1768.1235,1768.2503,1768.3504,1765.8627,0.0157,-0.0203,35.52,35.64,2.2608,1768.1235,1768.2503,1768.3504,1765.8627,75.0,False,NOMINAL,HEALTHY,-6.75,-36.58
