component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,ICC_active_mA,input_leakage_nA,propagation_delay_ns,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
DIG_LOT01_COMP0000,LOT_01,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T01_0000,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.0106,758.1936,758.2293,758.294,757.183,23.889,2.01,11.358,-0.0027,-0.059,34.75,33.7,1.0106,758.1936,758.2293,758.294,757.183,50.0,False,NOMINAL,HEALTHY,-7.82,20.52
DIG_LOT01_COMP0001,LOT_01,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T01_0001,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.0607,811.0209,811.0997,811.1243,809.9602,26.325,1.7709,12.859,0.0008,-0.0028,34.41,34.15,1.0607,811.0209,811.0997,811.1243,809.9602,50.0,False,NOMINAL,HEALTHY,11.68,37.64
DIG_LOT01_COMP0002,LOT_01,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T01_0002,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.5955,1223.5916,1223.6571,1223.7147,1221.9961,28.532,2.0544,11.816,0.0334,0.0071,35.19,35.49,1.5955,1223.5916,1223.6571,1223.7147,1221.9961,50.0,False,NOMINAL,HEALTHY,47.69,23.89
DIG_LOT01_COMP0003,LOT_01,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T01_0003,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.163,895.8852,895.9377,895.9531,894.7222,25.09,2.1991,12.203,-0.0225,0.021,33.89,32.79,1.163,895.8852,895.9377,895.9531,894.7222,50.0,False,NOMINAL,HEALTHY,-44.52,-11.29
DIG_LOT01_COMP0004,LOT_01,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T01_0004,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3627,1036.7062,1036.8274,1036.8238,1035.3435,25.098,2.3985,11.746,0.0282,0.0352,33.4,32.12,1.3627,1036.7062,1036.8274,1036.8238,1035.3435,50.0,False,NOMINAL,HEALTHY,41.13,-47.26
DIG_LOT01_COMP0005,LOT_01,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T01_0005,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.1593,892.0644,892.1675,892.1384,890.9051,25.019,1.4647,12.457,0.0015,-0.0265,35.95,36.21,1.1593,892.0644,892.1675,892.1384,890.9051,50.0,False,NOMINAL,HEALTHY,-5.12,-0.58
DIG_LOT01_COMP0006,LOT_01,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T01_0006,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3827,1071.9642,1071.9952,1072.1078,1070.5815,26.021,2.0011,12.307,-0.0256,0.002,36.67,36.98,1.3827,1071.9642,1071.9952,1072.1078,1070.5815,50.0,False,NOMINAL,HEALTHY,43.23,13.84
DIG_LOT01_COMP0007,LOT_01,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T01_0007,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4894,1164.7315,1164.7554,1164.8179,1163.2421,23.593,1.7359,12.322,-0.0081,-0.0035,33.53,33.59,1.4894,1164.7315,1164.7554,1164.8179,1163.2421,50.0,True,DIELECTRIC_OSCILLATION,HEALTHY,3.76,-1.94
DIG_LOT01_COMP0008,LOT_01,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T01_0008,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.5016,1149.4603,1149.5566,1149.52,1147.9587,23.246,1.8468,12.925,0.0284,-0.015,35.08,35.94,1.5016,1149.4603,1149.5566,1149.52,1147.9587,50.0,False,NOMINAL,HEALTHY,31.37,-38.0
DIG_LOT01_COMP0009,LOT_01,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T01_0009,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4774,1130.5007,1130.6022,1130.6392,1129.0233,26.668,2.2387,11.819,-0.0019,-0.0452,36.96,36.8,1.4774,1130.5007,1130.6022,1130.6392,1129.0233,50.0,False,NOMINAL,HEALTHY,32.93,31.32
