value_0h,value_24h,delta_value_0_24h,growth_rate_per_hour,degradation_ratio_24h_0h,temp_normalized_0h,temp_normalized_24h,robust_z_score_0h,robust_z_score_24h,ICC_active_mA,input_leakage_nA,propagation_delay_ns,v_offset_24h,snr_24h
1.0018194236736766,1.098539446523432,1.098775634349541,1.10018248199834,1.4257271701935532,1.0383120237007022,1.135212384015419,1.0384329279404316,1.185744130712615,1.8999880720931444,0.12954452607291828,1.5207857690085518,-0.5220634691993986,1.348981518953196
0.8936165647549412,1.0505931295267423,1.0508955187945679,1.0521691546773053,2.0690206328016605,0.9223147348713775,1.0841751120774648,0.9224101272088993,1.1302131527076267,0.9374787448638059,0.11896946272002673,-0.397058711239052,0.24959968782890954,-0.3449100474596265
-1.39663060477404,-1.448784334898855,-1.4488887033424875,-1.4448560710015736,0.2981766431391838,-1.321470558157553,-1.386349200529706,-1.3212745814650626,-1.316119074883603,-0.045722530454373425,0.9696011211682173,0.8653843706492172,-0.4858619877585644,0.02299400316397583
0.07617089858486752,0.108977728988945,0.10901884864336105,0.10899781029848948,0.4245709537028336,0.07619343111269922,0.10940395381615048,0.07619407809235022,0.10987722364146044,1.2538653059641571,-1.0499055085042346,-0.8259330243402103,0.7411776989728687,0.8737721202310488
0.8681858850994835,0.8462168483053252,0.8462709153017122,0.847046384230881,-0.010895342192736034,0.8951905551816172,0.868139278809483,0.8952804175851085,0.8975237090518581,0.10646341032807263,0.37409286610852804,-1.2319001041006508,-0.45156584744619516,-1.333652183510549
1.3410301737521095,1.2740125477180835,1.274077621318041,1.2760250668808844,-0.23132805179697083,1.4082135602968482,1.323145996757725,1.4084359889797966,1.392089235478328,0.9121144214000645,-0.2217458596809383,-1.4851522949229952,-0.36201481440834204,-0.8661074525097253
0.9556330761430786,0.8397074044904361,0.8396432321775474,0.840404515265655,-1.0321310026101835,0.9886817124505441,0.8612989155640636,0.9887913316075375,0.8902181741661241,0.14384241332727088,-1.0664290449931275,0.28379516860996495,0.960291928746339,-0.9427541297229762
0.434291265177416,0.40607752694690563,0.4060687577501064,0.4061753409245556,-0.2356743113175107,0.4404031245823509,0.4112752250139534,0.4404248604883546,0.417829085316694,2.6809422418978097,-0.784867983222398,1.3069849244952143,-0.4763352821162396,0.6898200949192476
0.9454071050527795,0.8145307914856272,0.8144441803037672,0.8151526557598009,-1.2058710945947395,0.9777168017010252,0.8348659493405703,0.9778240021851538,0.8620232810504646,1.6276553359561325,-0.4719122021227724,0.29524878528032045,0.32771867409597283,-1.4332928638877758
1.7918412361528195,1.7305760195865967,1.7307318372510685,1.7344661959028922,0.22651109524336713,1.914830740763511,1.8205299591325739,1.9152420538667894,1.9526183337726641,-0.4976079774268157,-1.6186456344519178,-1.462245061582282,1.0593696674265167,0.5901794145420208
