value_0h,value_24h,delta_value_0_24h,growth_rate_per_hour,trap_generation_rate,srh_temp_normalized_24h,robust_z_score_0h,robust_z_score_24h,DSNU_DN,hot_pixel_count,supply_current_mA,dark_signal_mean_DN,value_96h,velocity_24_96,trajectory_acceleration,growth_ratio_96h,robust_z_score_96h
-0.19463236870120793,-0.1883159166501512,-0.010200447865862034,-0.010228873758213831,0.290256954367033,-0.18787977196255698,-0.19277975168552822,-0.18649067643253872,0.3652120697653762,1.6862268986914881,-0.4646491898616539,-0.5476063591790176,-0.2335135385453015,-0.40104580225449205,-0.8794465151186974,-0.8883303037722323,-0.2313295004832875
0.23631747075598986,0.21371914886811466,-0.37628750587175874,-0.3738847485568432,-1.0490772774586126,0.21497733877908948,0.24030348586389547,0.21691045430257508,0.25992570731049297,-0.3372453797382976,1.868589215142563,-0.12020627396612571,0.18550484171030818,0.24715010770238305,1.458912333342972,1.5013285638699312,0.18873898819026794
-1.188411736784665,-1.1842632070085661,-0.8674828237512255,-0.8514107541882432,0.22546609816441868,-1.1570156973283652,-1.1088285834615617,-1.1045091958479896,-0.5856553911552871,-1.3489815189531904,-1.0841814430105268,0.04674688432016026,-1.1975496786935862,-1.2039510400379643,-0.7751054031554446,-0.8932975639341515,-1.1167215405449296
0.8937937207904932,0.8968786861189671,0.8690200522677282,0.8909587846190565,0.11750775577612253,0.9144716923232291,0.9464850987023055,0.9495039582936718,-2.5334530965706246,1.011736139214893,0.654505848084693,0.21370004260644623,0.8403606855507745,0.8520435873830808,-0.08384553639904987,-0.0756446545681224,0.8918419438597409
1.117188841360307,1.1061852966693961,0.6941508887799918,0.7085400294541708,-0.5289306872941902,1.132476100873757,1.1996104579374494,1.186468215204836,-1.7141935887185653,0.0,1.1091625822503994,-0.21370004260644562,0.9721304224708199,0.29720127748065583,-0.94093324181132,-0.8591733721925723,1.0405492340506606
-0.3476101966069784,-0.3091933411246984,0.6165463719493584,0.6280959864015271,1.7812636001010347,-0.3077092939409506,-0.34112205182412475,-0.30395558301667125,0.7238437418773218,0.3372453797382976,-0.5196076961893761,1.2220971186556133,-0.28324630010983415,0.11673534984430786,-1.1701110413018818,-1.0835595562740525,-0.2797143525818122
-0.9151423702286344,-0.9410830692790723,-1.3564835187426874,-1.3152044685933246,-1.1798240400241942,-0.9242293491140879,-0.8678978043798953,-0.890553528886294,-0.3652120697653756,-0.6744907594765952,0.18486043037506536,0.7279157701282067,-0.8988750347805241,-0.47630209188801825,1.9713017224481162,2.354053482364568,-0.8539461156427142
0.6850311455667538,0.6638188727307681,0.036555768140736446,0.03670069394927013,-0.9910198814200907,0.6737514420513068,0.7160928456792003,0.6926796553208604,1.967538898375629,-1.011736139214893,1.7836533417269946,1.636140951205603,0.6021598708671393,0.486834976791496,1.0592486098410288,1.0303922306696613,0.629277991213201
0.1453317598378713,0.1549998466056193,0.3653122674535206,0.36980665113277117,0.43527783038134293,0.15572751025943918,0.14696225505950072,0.15674904647680438,-0.14147854954874908,0.3372453797382976,-0.2198340253108925,-1.529290929902379,0.13650536255251802,0.26854397640492106,-0.21893001170854062,-0.20770996694916213,0.13845088579066478
1.787116887717093,1.7650582516763789,0.9979665103354309,1.0264997807670544,-1.0344285937885247,1.8297658757019677,2.0013915571642316,1.9732166740664723,0.256635508483778,0.0,0.00999245569594756,0.6010313698306298,1.6068725999970566,0.9209234423849811,-0.24035720434386385,-0.2101095363474754,1.7929252252924943
0.4983763807577374,0.4636862542130762,-0.4818663996848457,-0.4775243092920656,-1.6052236734702467,0.4687597909850728,0.5150077317903775,0.4779005230346578,-0.7731967242780478,1.011736139214893,0.3297510379663334,-0.46079071687014894,0.37789841860242335,-0.014140607731957881,1.0965132926850183,1.1544698600550791,0.38925698102165435
0.2627871185279237,0.2639242638855403,0.25439744100089967,0.2568091749550328,0.0399457775776651,0.26574670715402454,0.2676534701587311,0.2686918914730643,-0.8719026890795003,-1.011736139214893,0.20984156961493783,0.4607907168701501,0.2020025690130373,-0.022221256828980962,-0.6269782888505159,-0.6067552707883223,0.20574135754656867
-0.1468327900741004,-0.1850014172764976,-1.082386597757685,-1.056646296484919,-1.7580191668940268,-0.1845855278309902,-0.14585821899622195,-0.18324525427124586,-1.5760052379965312,-0.3372453797382976,-2.0184760505818082,0.607709496162081,-0.2876085844043337,-0.9318873434349075,0.3251343578140061,0.38567927396467966,-0.2839437976953203
0.13676832268856284,0.13504739731304874,0.07363748116558438,0.07399836727801541,-0.08865759862813961,0.13562661032441092,0.13823033346812172,0.13640460904780105,0.35205127445851553,0.3372453797382976,-0.7244530379563437,0.35394069556692703,0.12612226361129972,0.33675189300962194,0.6260466717793374,0.6097533257011943,0.1278349785557619
-0.5142047754611078,-0.5339552648610232,-0.9039680388359074,-0.8864114396821088,-0.9039638649938972,-0.5289153784884065,-0.49955122690448794,-0.5178143717048946,-0.9673184550542384,0.3372453797382976,0.9492832911152064,-0.7880189071112695,-0.619385827369301,-1.1500050863975395,-0.5701496475133669,-0.6575857722105548,-0.5988259863959465
0.3561301279369921,0.3446189399506436,0.011393918985216545,0.011431852933270903,-0.542569843478902,0.3475614706009275,0.3648086437271773,0.3525884762993381,-0.6481691688628738,1.011736139214893,1.503864582240406,-1.195384613329807,0.26232130439560764,-0.1252687693523559,-0.2943909944676192,-0.2934145586863474,0.26821026187307184
-1.215950167669402,-1.2021648089755137,-0.673677421000511,-0.6644083930144931,0.6754621456489149,-1.1740527817302375,-1.132665725736877,-1.1200097196034213,-0.16121974250903984,0.0,0.39969822783798054,0.8681564230886875,-1.2059329771901786,-1.1435160064924663,-1.0694963976231242,-1.2020019240350988,-1.1239538916890277
0.06480801099944748,0.07015168610401001,0.18800543645724554,0.18947098320971167,0.23822338852559338,0.0703598993217571,0.06521340291952249,0.07057582222395001,-0.49682002283397964,0.6744907594765952,1.6987174683114226,0.7613064017854644,0.02605795327755791,-0.08444960482401688,-0.613935649855029,-0.599727267787331,0.026243706929313187
