value_0h,value_24h,delta_value_0_24h,growth_rate_per_hour,degradation_ratio_24h_0h,temp_normalized_24h,robust_z_score_0h,robust_z_score_24h,analog_digital_interaction_ratio,v_offset_24h,snr_24h,value_96h,velocity_24_96,trajectory_acceleration,growth_ratio_96h,robust_z_score_96h
-0.32406341250408477,-0.2916452866275436,-0.2915314825638708,-0.29136114764305654,0.702519057738082,-0.28950341442383326,-0.32011190244242776,-0.2859064260203601,-0.5954903423508024,1.7155115114978947,0.17628735759047628,-0.29243086542621705,-0.4882073694287148,0.2858242724642909,-0.38056825590383153,-0.2863755263069938
1.5717789439054521,1.4241736687389053,1.4238780939604903,1.4254235456707356,-1.751846536730334,1.4696460195081351,1.7014662227184683,1.5802780625037185,1.6566422148706152,0.026450618018690007,0.26059870252505,1.4251358573232937,2.2307175234129666,-1.580432278913225,1.393658934497201,1.5797110154752656
1.775662479932491,1.6870503467344478,1.686813063013252,1.6890378357833287,-0.35129439782980637,1.7507040752379655,1.9415071006123605,1.9086764170277848,1.782730308974869,-0.385423291129483,-0.6055087499846683,1.6882261357655926,2.312454651480766,-1.909013917895978,1.2692762698873852,1.9080295749282552
0.5703375195714776,0.6169695891867123,0.6169807599465285,0.6171860240407526,1.0982226572498135,0.6254517157299125,0.5880484921145205,0.6454373925276075,0.7000098711411142,0.5082297319305437,2.0311369461511037,0.617251745665125,1.8022485264105708,-0.6456367023335944,1.5987637912261008,0.6450666039955462
0.16265221937209967,0.10900338347262736,0.10894692281466886,0.10892833711494584,-0.9832189134723783,0.1092252216653751,0.1644469428900047,0.10994569865960627,0.3693544861957747,-0.045343916603468586,0.5748500790993692,0.10878488642146952,1.0775923866682824,-0.10991894094050396,1.1963188725595053,0.10961174047735134
0.2565308267213324,0.21882203875743486,0.2187721835395052,0.21875910246567154,-0.6568887099055439,0.21982524919021204,0.2605321723482492,0.22245407905994308,0.45510069207799464,-0.10391314221628216,1.3183228480678861,0.21865346881143907,0.8463248337167557,-0.2224858518869009,0.8569234130011383,0.22205188835366133
-0.6692827232378513,-0.6990193771081499,-0.6989181456038139,-0.698204469416688,-0.3483514611485776,-0.6871342024680166,-0.6503833542361761,-0.6658894571534684,-0.6532233945578064,0.717945346221586,-0.07664667721325033,-0.7000968065185288,-0.28218650828933184,0.6659672416299531,0.09852111197519624,-0.6662188299348768
1.0602674258027245,1.0930988205909047,1.09304783801261,1.0939042158232095,1.1789676567684695,1.1199210938080242,1.1194445819140548,1.1838056794078171,1.0327817308299667,0.8823170439091595,-2.383711661332051,1.0935854118551918,0.59528518303353,-1.1841976911623986,0.039534005468837514,1.1830925447750404
0.5221156293445325,0.5289198677787007,0.5288904631726632,0.5290211522135105,0.29993498835573945,0.5351253881442215,0.5370785496062043,0.54981792797637,-0.172232354175405,-2.8755600446032994,-0.36790405062359394,0.5637106419815218,225.82575248028692,-0.5374602241397952,254.92359031559522,0.5868406004882165
1.431718274952491,1.3495759163448002,1.3493652040593207,1.3507390962413182,-0.6652361290399227,1.3904298678011628,1.5392578246007884,1.4893056416368604,1.5596050211586638,-0.09068783320693716,-0.1379640189838484,1.3503069216097612,0.8970931332957809,-1.4896019984238642,0.18167232507585246,1.48855387151663
