value_0h,value_24h,delta_value_0_24h,drift_rate_per_hour,ppm_drift_24h,robust_z_score_0h,robust_z_score_24h,v_offset_24h,snr_24h,value_96h,velocity_24_96,trajectory_acceleration,growth_ratio_96h,robust_z_score_96h
0.3906972743285841,0.39115821900935027,0.3911623007220932,0.391206014405354,0.3911610736013881,0.4035805299106785,0.40592087828207274,-1.751529054449832,-2.506346344873267,0.390285900255916,0.15403477816997413,-0.4059935436520778,-0.39938967048699725,0.4048366734216513
1.013896761450686,1.006969525153947,1.0069644341044168,1.0072358031157744,1.0069872386401786,1.096303121412349,1.0966463528837063,-0.3202489282395505,0.3755687183449258,1.0058810884719138,1.1379346819137937,-1.0968101616745902,0.3771238658070941,1.094979708963338
-1.7554489259897714,-1.763734657683132,-1.763710390107185,-1.7627839936989997,-1.7636741425328644,-1.5572769363852585,-1.5550114191966542,-1.7121688509790494,0.2759280379677045,-1.7637031306576822,-1.5353969972832364,1.5552581395200868,-0.4319848149107552,-1.5543010649838311
0.3636527090390438,0.3476220991820478,0.3475874949262541,0.3476223282883893,0.34762437449940936,0.3749056437423614,0.35952302733195596,-0.2701541238221906,-1.3873048575598186,0.3468229410504121,0.5720371771963968,-0.3595271447927373,0.5986064224948987,0.3585395617073465
-0.6123415374216971,-0.6203351785373358,-0.6203462407780111,-0.6202409323334397,-0.6203283044029931,-0.588509613697243,-0.595650765988608,0.7317419645250065,-2.2764063132335197,-0.6207218052663335,-0.2666645681069053,0.5957821162371013,0.7027526993948875,-0.595762257647763
0.8456471080011709,0.8327745447923375,0.8327526317387212,0.8329407157678227,0.8327868234794786,0.9031066197623859,0.8945721546081167,0.4240167373897959,-0.8584427847883964,0.8317241323900312,0.6390172112916491,-0.894696142915675,-0.262818019468943,0.8930490020244563
0.4655333775669276,0.46580619490604613,0.46581038957577553,0.4658715980243904,0.4658101915925044,0.4835134068320703,0.48620315693871796,0.4025475354966417,-0.628502753148649,0.46496636047664974,0.7649825297886413,-0.48626663314499957,0.7620985568080285,0.4851144632621152
0.6921017739072708,0.7020990262150264,0.7021282546403534,0.7022635088604898,0.7021078555456397,0.7308397391245013,0.7465014059072937,1.7121688509790496,-0.7588021044111696,0.7011616028597298,1.0224088837957441,-0.7466361900827476,0.7932964074970456,0.7451788017137365
0.8607052731048145,0.8557395380309489,0.8557363260569879,0.8559345649151385,0.8557524789296834,0.9202071209219438,0.9209034248799355,-0.9034955796702402,-0.6208380854273201,0.8546638650108114,0.5209995824264932,-0.9210593046809581,-0.5467645003228796,0.9193382672289104
-0.1949406666586396,-0.1948845558506892,-0.1948815479007631,-0.1948722333734748,-0.19488394833474168,-0.1930224507475762,-0.1932949231354032,0.34171813013270474,-0.9964068037722459,-0.19556714882399628,-0.7931676927964352,0.19330757899746256,-1.4283715812813143,-0.1938855771474177
0.8795489054474501,0.8699449091975081,0.8699311786218474,0.8701358165087424,0.869958268029367,0.9416588946411848,0.9372377376137737,0.314881627766262,1.586586218314272,0.8689286261496846,1.1251881360786888,-0.9373591477085124,0.6420797231818879,0.9357328004796535
-1.7293194781687167,-1.7317026406237033,-1.7316658543612216,-1.7307745538958592,-1.7316444180480415,-1.5368694680803408,-1.5303711740399617,0.6691234590033067,0.5135327373287754,-1.7316750028515675,-1.456169971034942,1.530606432064674,-0.25788275664074617,-1.5296760153158555
-0.5052508266937316,-0.4969436770727113,-0.49691832743847386,-0.49685182626222135,-0.4969393360447173,-0.489300599336451,-0.48165866033147353,-0.13239341167445107,0.6591614240339537,-0.49741391794395395,-0.39365272778053517,0.4817272648187948,0.12504229442297324,-0.481903091761726
0.7093355970387114,0.7035402102474142,0.7035328461669575,0.7036686239410607,0.7035490746397562,0.7499853383871105,0.7481182409668848,-0.254052222402325,-0.20694602847577154,0.702492105096042,0.054275984435983735,-0.7482535334247525,-1.2087818580235694,0.746670727489027
-1.0407111171775467,-1.0625116936203496,-1.0625456690614423,-1.062224470587129,-1.062490721418752,-0.9703772935350986,-0.986807365883319,-0.3721328328146732,0.6668260917552772,-1.0627442224516734,-0.8435260889849233,0.9870139419313317,0.12555876628042115,-0.9865913775330538
-0.2942795570027141,-0.3056023545452344,-0.3056251701226468,-0.30560101612304585,-0.30560077875818686,-0.28931611249338063,-0.30055311250531425,-0.06082940536393697,-0.5518560759353981,-0.2968375029015202,66.20841102446953,0.30363056204335254,169.64925415069774,-0.2920128705200588
-0.12174537395976853,-0.1224405208818855,-0.12243966894863323,-0.12243629527535953,-0.12244030101891104,-0.12118294078719608,-0.12211830504819024,0.25941952287561354,-0.9580834651656231,-0.12297735752579575,0.6310438029568056,0.12217891024639958,1.7766188928812656,-0.12260076460016003
-0.9010441841349521,-0.8992104273417589,-0.8991927817394776,-0.898965620522881,-0.8991955949977655,-0.8484546364127572,-0.8454407558172924,1.0466235922912686,0.47520939872215257,-0.8994030846658178,0.030331322744131535,0.8456107692945274,2.09906077758527,-0.8452585431697126
-0.2492593477418958,-0.2587650040528509,-0.2587839404782826,-0.258766918562371,-0.2587638937127525,-0.24584689962213888,-0.25540236589967086,0.9607467847186515,0.6591614240339537,-0.2593484943161176,-0.2922197008396893,0.2554704374649823,-0.11405850628263164,-0.25586572732966567
0.45856057819065527,0.45019995823229164,0.4501839465081411,0.45024125546415933,0.4502037006819544,0.47602921802941445,0.4693426029616491,-0.32919442902836477,3.127184430300598,0.4493391671592681,0.5162145778541225,-0.46939135809704624,0.2616615203529583,0.46823950859125213
0.004721702200549199,0.002948452742032632,0.0029463805982871683,0.002946401606590204,0.002948454124081431,0.004742887090055179,0.0029691774896900987,1.1163984984440196,-1.4946102056583688,0.0023266816978221336,0.5010618031412202,-0.002937087493854117,1.1902498691222485,0.002342003660047799
-0.7382508690251217,-0.7339596482734084,-0.7339397897356285,-0.7337906312778159,-0.7339499099932523,-0.7032091583705098,-0.6987213840595448,-1.7908892579206148,0.6591614240339537,-0.7343706063409795,-0.872304276922311,0.6988203126246539,-0.6084824810535073,-0.6988042255988495
0.15842214350185363,0.15043422929046985,0.1504176340644169,0.1504247579625532,0.15043469491595335,0.16091005925710916,0.15322517903175537,1.6155574424598556,1.4332928638877758,0.14970602917132067,0.28569014102362883,-0.1532183784188828,0.3818572214683843,0.15241663978967737
-0.05223937887180239,-0.04845572008032802,-0.04844469078085602,-0.04844435013480187,-0.048455697982594206,-0.052258783441803534,-0.048603683909504564,-0.1270261112011625,0.482874066443476,-0.049087592897658336,0.2027108458371973,0.04862064340506168,0.6135246408077533,-0.04921598657239241
0.5145097253667188,0.5142879130979955,0.5142913783462568,0.514365479377328,0.5142927514087315,0.5362943429810362,0.5388406964499418,0.8194078722553862,-2.046466281593767,0.5133776058285524,0.3854091773624937,-0.538930499053804,-0.14911829590163012,0.537649743560084
-0.18251712216564123,-0.20119273241022068,-0.20123356598309505,-0.2012235892443438,-0.20119208198179114,-0.18088240030605868,-0.19945523850010882,1.4688512295233016,-1.180358829084047,-0.20177671882361453,-0.06146569794121606,0.1995430844027539,0.31706948266884055,-0.19994658271795598
0.17458261493917265,0.1740707802011999,0.17407166625491188,0.174081023932778,0.17407139161719198,0.1775319204351014,0.17762456058349288,0.4097039361276931,2.261076977790873,0.1733571304082254,0.506644450372718,-0.17763142915427113,0.82716455528935,0.17681914428586454
-0.7094860416898252,-0.7159002821906671,-0.7159059474607247,-0.7157642770322739,-0.7158910335831262,-0.6771885484635999,-0.6824597369280453,-1.3328796175333246,-1.32598751578922,-0.7162369498945443,-0.2778448002417707,0.6826035426492119,0.8809277344396931,-0.6824837048618996
0.4158821373107502,0.40846924049302863,0.4084551186169036,0.4085026294420195,0.40847234324388626,0.4303843688783304,0.42445639980060396,0.6870144605809353,1.946825601216551,0.4076072817375254,0.318399872847196,-0.42450640388139177,-0.07858469339376016,0.42337411768559985
0.46070992091857743,0.45627039735820096,0.45626355790680384,0.4563223691167499,0.4562742377313242,0.4783353924860462,0.475896125620689,0.17354271530299664,-0.4828740664434706,0.45535153279098034,0.05108341993689247,-0.47597593334272575,-0.7482487903190195,0.47472712675843987
-0.6356691704144788,-0.6310024543346597,-0.6309835896983823,-0.6308745081212379,-0.6309953331353261,-0.6099178746908872,-0.6054041159058797,0.398969335181116,-1.8395202531179953,-0.6313837814630252,-0.26985889817419656,0.6055099842243421,0.7175398302480082,-0.6055060203175101
0.02297179067987352,0.021569582407488606,0.021568346994329447,0.021568611076027443,0.021569599718245354,0.0231052572919208,0.021752371837451486,-0.31667072792402484,-2.023472278429791,0.020861390762533773,-0.10457539498679788,-0.02175079036241326,-0.2393260614113721,0.02102889431672986
0.9293727957549175,0.9238653513466071,0.9238620286523245,0.9240918610222251,0.9238803541117921,0.9986605651730435,0.9995654130497459,-0.14312801262102817,0.6361674208699779,0.9227511323676268,0.4970741651071817,-0.9997384851760944,-0.7270956476112199,0.9979166119824345
0.033717716567868025,0.037929814359238055,0.037941660595687494,0.037942295434617544,0.037929855903922845,0.03393992596553388,0.03829949823743968,0.10018960883471972,0.24526936708239974,0.0372687150416264,0.3391416746433853,-0.03829570908253708,0.7422793893747289,0.037615514914655285
-0.926306344258281,-0.9291732953819742,-0.9291660047365004,-0.928922862395246,-0.9291574196580824,-0.8706896391927417,-0.8716460046249145,0.44190773896742447,-0.1302993512625206,-0.9294601619219931,-0.7292268183143418,0.871798241403814,0.15639819213925066,-0.8715334931966016
1.2850782024327305,1.2738944801780567,1.2738853219567081,1.2743119204387283,1.2739223231125594,1.4177316253961967,1.4170020615888919,1.463483929050013,-0.09964068037722132,1.272645529487733,0.9634420283799512,-1.4172346747988986,-0.501972157733687,1.4149849447137446
-0.6428444364632524,-0.6227433403834414,-0.6226884218524444,-0.6225822884987939,-0.6227364108666169,-0.61648829625601,-0.5978540073775617,-0.8068841711510463,-0.5518560759353981,-0.6232265005348234,-0.9706405182963502,0.5978955204945272,-1.071670056679169,-0.5980526860581435
0.4669514029233577,0.45716254202838624,0.4571432623585617,0.4572022925110438,0.4571663968968335,0.4850363522279607,0.4768597833009353,0.8194078722553862,-1.9238315980525698,0.4562793163829265,0.35748957384220037,-0.4769133071114278,-0.09317010169265322,0.4757287830836537
-0.8366994208574035,-0.8365114953240979,-0.8364991582549737,-0.8363035945129123,-0.8364987267531951,-0.7914529658808985,-0.7902120523938593,0.5671447500108241,1.4716162024943984,-0.8369579190008769,-1.496982543260507,0.790310301921527,-2.0375165430985462,-0.7902804438122498
0.3574821237592776,0.346370167869574,0.34634702441577647,0.34638161943831974,0.34637242748112196,0.36837873490283535,0.3581933992544754,-0.08408770741485404,-1.4409575316090937,0.3454847369580797,-0.15327723728904974,-0.35824029362983417,-0.980207258172361,0.3571190087677167
-0.017789381052062257,-0.01579807065917822,-0.01579131395493692,-0.0157913451503627,-0.01579807274544985,-0.017840217494704002,-0.01588617430934559,-0.8480334747795918,-0.4828740664434706,-0.016379226321485252,0.7410671664357525,0.015923518025956616,1.785689207772549,-0.016463469460433918
0.992486646105832,0.9924263944108823,0.9924369150556428,0.9927007868825799,0.9924436181203019,1.071457355096555,1.0795674972089813,-0.15922991404089384,-0.5978440822633443,0.991265738574181,0.4013626336296212,-1.0797774689665642,-1.0476498720572769,1.0778245423060977
0.9762820474713976,0.9652607121514719,0.9652453597604145,0.9654954670357432,0.9652770384547061,1.0527033703643163,1.0477675051723387,-0.3918129345500646,-1.2646701740186215,0.9641068077189097,0.3327596607133189,-1.0479435085994715,-1.1324630477036244,1.0460484015249305
0.6921017739072708,0.6773569430805413,0.6773284525263131,0.6774546234234864,0.6773651809245287,0.7308397391245013,0.7187996522123453,0.10555690930800829,1.5635922151503017,0.6764185040579987,0.8964994194627398,-0.7188694129872878,0.5858107609546132,0.7174893903121383
1.1141019872303035,1.106877272992174,1.1068734950614088,1.1071991069000637,1.106898526124517,1.2136134296214263,1.2150135375829132,1.1414459006526996,0.8201194461817737,1.1056201256653981,0.057468531369705846,-1.2152494430447267,-1.9277793051928291,1.2130880459601756
0.6463423184511009,0.6397032025205931,0.6396930809761162,0.6398060501644607,0.6397105782299116,0.6802344392553784,0.6768437529844947,-0.11092420978129684,-0.3525747151809445,0.6387758696056322,0.8167957706160325,-0.6769287973270706,0.4999434365031906,0.6755663267895199
-0.15702736869324765,-0.1636761511254367,-0.1636890180847738,-0.16368262414565335,-0.16367573428304028,-0.15590609581347278,-0.16272983981766706,-0.6118722539548954,0.38323338606624924,-0.1642874442951824,-0.1173492534014237,0.1627804738928994,0.10711283367528097,-0.16326591996654477
0.44999714842738253,0.44274130403868167,0.44272780436779735,0.4427832968369155,0.44274492786134145,0.46684803292848126,0.4612987748582792,0.31130342745073625,-0.7664667721324985,0.4418104279336004,-0.11096228905789744,-0.4613752840478501,-1.07013309020032,0.46012412275103
